Brand,Processor,RAM_GB,Storage_GB,Operating_System,GPU,Rating,Price_USD
Acer,AMD Ryzen 3,8,256,Windows 11,Integrated,4.6,496.78
Asus,AMD Ryzen 7,16,128,macOS,Integrated,3.2,1412.47
Asus,Intel i3,16,1024,macOS,NVIDIA RTX 3050,5.0,2133.44
Dell,AMD Ryzen 7,32,1024,macOS,NVIDIA RTX 3050,4.4,2812.46
MSI,AMD Ryzen 7,32,512,macOS,Integrated,4.9,2082.38
HP,Intel i5,16,128,macOS,Integrated,4.2,1149.15
Apple,AMD Ryzen 5,8,128,macOS,Integrated,4.6,1408.64
Acer,AMD Ryzen 3,4,128,Windows 11,AMD Radeon,4.0,404.83
Apple,Intel i5,32,256,macOS,NVIDIA RTX 3050,4.0,2579.39
Apple,Intel i3,8,256,Windows 10,NVIDIA RTX 3050,4.8,1370.52
Dell,AMD Ryzen 3,4,256,Windows 11,NVIDIA GTX 1650,3.1,733.25
Apple,Intel i5,32,1024,Windows 11,NVIDIA RTX 3050,3.9,2697.68
Acer,AMD Ryzen 7,32,128,Windows 10,AMD Radeon,3.1,1460.02
Dell,Intel i7,16,256,macOS,NVIDIA RTX 3050,3.0,1669.97
Lenovo,AMD Ryzen 3,32,512,macOS,Integrated,3.1,1692.41
Dell,AMD Ryzen 5,8,128,Windows 11,Integrated,4.3,712.72
HP,AMD Ryzen 5,32,128,macOS,NVIDIA RTX 3050,4.9,1831.27
Dell,Intel i3,8,128,macOS,NVIDIA GTX 1650,3.2,1189.76
Apple,Intel i3,4,1024,Windows 10,Integrated,4.7,1597.03
Apple,Intel i3,4,256,Windows 11,NVIDIA GTX 1650,3.9,1216.22
Dell,Intel i5,4,128,Windows 11,NVIDIA GTX 1650,4.7,818.77
Lenovo,AMD Ryzen 5,16,256,macOS,AMD Radeon,3.2,1505.55
Lenovo,Intel i5,16,1024,macOS,NVIDIA RTX 3050,4.0,2332.38
HP,AMD Ryzen 3,8,1024,Windows 11,NVIDIA RTX 3050,3.4,1592.0
Acer,AMD Ryzen 7,32,1024,Windows 11,NVIDIA RTX 3050,4.9,2587.89
Dell,Intel i5,4,1024,Windows 11,NVIDIA RTX 3050,4.8,1697.69
Dell,Intel i5,32,512,Windows 11,NVIDIA RTX 3050,4.3,1927.62
Lenovo,AMD Ryzen 5,16,512,Windows 11,AMD Radeon,3.6,1345.73
Asus,Intel i3,32,128,Windows 10,AMD Radeon,4.6,1259.8
HP,Intel i5,32,1024,Windows 11,AMD Radeon,3.3,2054.81
Lenovo,AMD Ryzen 5,16,512,Windows 11,NVIDIA RTX 3050,5.0,1534.49
Acer,AMD Ryzen 3,32,512,Windows 10,AMD Radeon,4.6,1479.33
Apple,AMD Ryzen 7,16,1024,Windows 10,AMD Radeon,4.5,2089.87
Apple,AMD Ryzen 5,8,1024,Windows 11,NVIDIA GTX 1650,3.9,2066.12
MSI,Intel i7,4,128,macOS,Integrated,3.1,1014.74
Apple,AMD Ryzen 5,16,128,Windows 10,Integrated,4.6,1394.3
HP,AMD Ryzen 7,16,1024,Windows 10,NVIDIA RTX 3050,4.8,1969.6
HP,AMD Ryzen 7,16,1024,Windows 11,NVIDIA GTX 1650,3.5,2050.44
Asus,Intel i5,8,128,Windows 10,NVIDIA RTX 3050,3.3,1002.7
HP,Intel i7,4,512,Windows 11,Integrated,4.7,907.37
Lenovo,AMD Ryzen 7,16,512,macOS,Integrated,3.3,1571.17
Asus,AMD Ryzen 7,4,1024,Windows 10,AMD Radeon,3.1,1558.28
MSI,Intel i7,32,256,Windows 10,NVIDIA RTX 3050,3.6,1931.95
Apple,AMD Ryzen 3,32,128,macOS,Integrated,4.6,1803.64
Acer,Intel i5,16,128,Windows 11,NVIDIA RTX 3050,3.0,1223.95
Apple,AMD Ryzen 7,8,1024,Windows 10,AMD Radeon,3.3,1883.8
Lenovo,AMD Ryzen 7,16,256,macOS,AMD Radeon,3.0,1424.38
Apple,AMD Ryzen 7,32,128,macOS,NVIDIA GTX 1650,4.8,2347.35
HP,Intel i7,4,1024,Windows 10,NVIDIA RTX 3050,4.2,1922.33
Dell,AMD Ryzen 3,16,512,Windows 11,AMD Radeon,4.4,1180.27
Acer,AMD Ryzen 3,32,128,Windows 11,Integrated,3.0,1061.01
Lenovo,AMD Ryzen 5,16,128,macOS,NVIDIA GTX 1650,4.5,1430.18
Asus,Intel i7,32,1024,Windows 11,Integrated,3.7,2211.14
Apple,Intel i3,32,256,macOS,NVIDIA RTX 3050,5.0,2473.77
HP,AMD Ryzen 5,16,128,Windows 10,AMD Radeon,4.7,882.85
Acer,Intel i3,4,128,macOS,Integrated,3.1,820.28
Dell,AMD Ryzen 5,16,512,Windows 11,AMD Radeon,3.9,1230.46
Asus,AMD Ryzen 5,8,1024,Windows 10,NVIDIA RTX 3050,3.9,1702.84
Dell,AMD Ryzen 5,16,1024,macOS,NVIDIA RTX 3050,3.3,2323.75
Lenovo,AMD Ryzen 7,32,256,Windows 11,NVIDIA RTX 3050,4.5,1804.23
Dell,AMD Ryzen 7,8,256,Windows 10,NVIDIA GTX 1650,3.7,1108.92
Lenovo,AMD Ryzen 3,8,128,Windows 10,Integrated,3.9,599.62
Lenovo,AMD Ryzen 7,16,1024,Windows 10,AMD Radeon,3.4,1753.83
Apple,Intel i3,8,1024,macOS,AMD Radeon,3.2,2019.72
HP,AMD Ryzen 5,4,128,Windows 11,NVIDIA GTX 1650,3.6,840.39
Acer,Intel i3,4,128,Windows 10,NVIDIA RTX 3050,4.8,852.75
MSI,Intel i3,16,128,macOS,NVIDIA GTX 1650,5.0,1272.47
Dell,AMD Ryzen 3,16,1024,Windows 10,Integrated,3.5,1470.23
Acer,Intel i3,4,256,macOS,AMD Radeon,4.6,915.67
HP,Intel i5,8,1024,Windows 11,Integrated,3.9,1423.09
HP,AMD Ryzen 5,16,512,Windows 10,Integrated,3.8,1344.69
HP,AMD Ryzen 5,4,256,Windows 11,NVIDIA RTX 3050,4.2,993.87
HP,AMD Ryzen 7,8,512,Windows 11,Integrated,4.2,1188.22
Lenovo,AMD Ryzen 5,8,128,Windows 11,NVIDIA RTX 3050,4.1,1100.14
HP,Intel i3,4,256,macOS,NVIDIA RTX 3050,4.0,1163.65
Acer,AMD Ryzen 7,4,512,macOS,Integrated,4.5,1366.56
Dell,AMD Ryzen 7,32,128,Windows 11,NVIDIA RTX 3050,3.9,1662.88
Acer,AMD Ryzen 7,8,256,Windows 11,AMD Radeon,4.6,1023.74
Asus,AMD Ryzen 3,16,128,macOS,NVIDIA RTX 3050,3.6,1264.73
Dell,AMD Ryzen 7,32,1024,Windows 10,AMD Radeon,3.7,2257.04
Asus,AMD Ryzen 5,16,1024,Windows 10,AMD Radeon,4.5,1657.62
HP,AMD Ryzen 3,8,1024,macOS,NVIDIA RTX 3050,3.8,1951.49
Lenovo,AMD Ryzen 7,16,128,Windows 10,NVIDIA GTX 1650,4.7,1344.06
Asus,AMD Ryzen 7,4,512,Windows 10,Integrated,4.9,1067.94
Apple,Intel i7,16,512,Windows 10,AMD Radeon,3.2,1627.05
Apple,Intel i7,4,512,Windows 10,NVIDIA GTX 1650,3.3,1550.78
HP,AMD Ryzen 5,4,256,Windows 10,NVIDIA RTX 3050,4.8,1142.78
Dell,AMD Ryzen 5,4,512,macOS,NVIDIA GTX 1650,3.8,1487.32
Acer,AMD Ryzen 7,32,128,Windows 10,Integrated,4.1,1570.36
Lenovo,Intel i7,16,256,Windows 11,AMD Radeon,4.4,1173.58
HP,Intel i3,4,256,macOS,AMD Radeon,3.5,917.61
Dell,AMD Ryzen 3,16,1024,Windows 10,NVIDIA RTX 3050,3.3,1913.72
HP,Intel i7,32,512,Windows 10,Integrated,4.5,1680.96
HP,Intel i7,4,512,Windows 10,AMD Radeon,3.1,969.52
Dell,AMD Ryzen 5,32,256,macOS,NVIDIA RTX 3050,4.9,2073.83
Acer,AMD Ryzen 3,8,128,Windows 11,NVIDIA RTX 3050,4.1,937.48
Acer,Intel i3,32,1024,Windows 10,NVIDIA GTX 1650,3.1,2051.0
Asus,AMD Ryzen 7,16,512,Windows 11,AMD Radeon,3.6,1361.77
Dell,AMD Ryzen 7,32,512,macOS,NVIDIA RTX 3050,4.0,2563.3
Lenovo,AMD Ryzen 5,8,512,Windows 11,AMD Radeon,4.7,1039.37
MSI,AMD Ryzen 3,16,128,macOS,AMD Radeon,5.0,998.55
Lenovo,AMD Ryzen 7,16,512,Windows 10,Integrated,4.9,1431.83
Acer,Intel i5,32,256,Windows 10,NVIDIA GTX 1650,4.4,1596.83
Apple,AMD Ryzen 5,32,1024,Windows 11,Integrated,3.6,2499.73
Apple,Intel i3,8,512,macOS,NVIDIA RTX 3050,3.4,2000.29
MSI,AMD Ryzen 5,4,1024,Windows 10,AMD Radeon,4.3,1261.23
MSI,Intel i3,32,512,Windows 11,NVIDIA RTX 3050,3.2,1748.08
Asus,AMD Ryzen 7,16,256,macOS,NVIDIA RTX 3050,4.1,1753.0
Apple,AMD Ryzen 3,4,128,Windows 11,Integrated,4.9,760.38
Dell,Intel i5,8,1024,Windows 11,AMD Radeon,3.3,1485.2
HP,AMD Ryzen 5,32,512,macOS,AMD Radeon,4.7,1840.15
Apple,Intel i7,8,128,macOS,Integrated,4.7,1495.58
Dell,Intel i3,8,128,Windows 10,Integrated,3.4,713.49
MSI,Intel i3,16,512,Windows 11,NVIDIA GTX 1650,4.2,1273.71
Apple,AMD Ryzen 3,32,1024,Windows 11,NVIDIA GTX 1650,3.9,2461.68
MSI,AMD Ryzen 7,8,512,Windows 10,NVIDIA RTX 3050,4.6,1382.04
HP,AMD Ryzen 3,16,512,Windows 11,NVIDIA GTX 1650,3.3,1270.29
Asus,Intel i3,16,128,macOS,Integrated,4.0,1113.83
HP,Intel i5,32,256,Windows 11,Integrated,3.1,1516.68
Acer,AMD Ryzen 3,16,128,Windows 10,NVIDIA RTX 3050,3.5,1037.37
Lenovo,Intel i5,32,1024,Windows 11,NVIDIA RTX 3050,4.9,2228.23
Asus,Intel i7,4,128,Windows 11,NVIDIA RTX 3050,4.0,963.22
Dell,AMD Ryzen 3,16,128,macOS,NVIDIA GTX 1650,3.3,1343.66
Acer,Intel i3,32,1024,macOS,Integrated,4.4,2192.2
Dell,AMD Ryzen 7,4,128,macOS,NVIDIA RTX 3050,4.3,1341.94
MSI,AMD Ryzen 3,32,128,macOS,NVIDIA RTX 3050,3.2,1768.64
Apple,Intel i7,32,128,macOS,Integrated,3.4,1990.05
HP,Intel i3,4,256,macOS,NVIDIA GTX 1650,4.8,1205.2
Dell,AMD Ryzen 3,4,512,Windows 10,Integrated,3.6,837.83
HP,Intel i7,32,256,Windows 10,AMD Radeon,4.4,1487.15
Apple,Intel i3,32,128,macOS,NVIDIA RTX 3050,4.3,2240.98
Acer,AMD Ryzen 3,16,128,Windows 11,NVIDIA GTX 1650,3.5,1046.63
Apple,Intel i5,8,128,Windows 11,NVIDIA GTX 1650,3.1,1287.97
Asus,AMD Ryzen 7,32,1024,Windows 10,NVIDIA RTX 3050,4.8,2558.85
HP,AMD Ryzen 3,8,256,Windows 10,AMD Radeon,3.9,639.86
Asus,Intel i5,32,512,Windows 11,Integrated,3.2,1605.66
MSI,AMD Ryzen 7,4,256,Windows 10,NVIDIA GTX 1650,3.9,964.33
MSI,Intel i5,16,1024,Windows 10,NVIDIA GTX 1650,4.1,1773.18
Lenovo,AMD Ryzen 5,32,128,macOS,AMD Radeon,4.7,1702.67
Acer,AMD Ryzen 7,16,1024,macOS,Integrated,3.5,2119.97
HP,Intel i5,32,128,macOS,AMD Radeon,3.9,1653.97
MSI,AMD Ryzen 3,8,128,Windows 10,NVIDIA RTX 3050,4.5,919.7
MSI,Intel i5,4,256,Windows 10,NVIDIA GTX 1650,3.6,1022.56
MSI,AMD Ryzen 3,16,512,Windows 10,Integrated,4.9,1114.15
Apple,AMD Ryzen 7,32,128,macOS,NVIDIA RTX 3050,4.4,2370.72
HP,AMD Ryzen 7,16,256,macOS,AMD Radeon,4.0,1443.11
Acer,AMD Ryzen 7,4,256,Windows 11,NVIDIA GTX 1650,4.6,1218.87
Acer,AMD Ryzen 7,16,256,Windows 11,Integrated,4.0,1012.71
Acer,Intel i7,32,128,Windows 10,AMD Radeon,5.0,1274.23
Asus,AMD Ryzen 7,4,1024,macOS,AMD Radeon,5.0,1814.07
Lenovo,Intel i5,8,128,macOS,Integrated,3.9,998.65
Apple,Intel i5,8,256,macOS,Integrated,4.8,1566.58
HP,Intel i3,16,512,Windows 10,AMD Radeon,5.0,1061.49
Apple,AMD Ryzen 3,16,256,Windows 10,NVIDIA RTX 3050,4.3,1641.39
Lenovo,AMD Ryzen 3,32,256,Windows 11,Integrated,4.0,1351.19
HP,Intel i7,4,1024,Windows 11,AMD Radeon,3.4,1453.64
MSI,Intel i7,8,128,macOS,Integrated,3.8,1414.59
MSI,Intel i3,16,1024,Windows 10,NVIDIA GTX 1650,4.8,1609.44
Dell,Intel i7,8,256,Windows 10,NVIDIA GTX 1650,5.0,1248.15
HP,AMD Ryzen 3,4,256,Windows 10,NVIDIA GTX 1650,4.8,661.09
Asus,AMD Ryzen 3,16,256,macOS,NVIDIA RTX 3050,4.5,1537.91
Dell,AMD Ryzen 5,32,128,macOS,AMD Radeon,4.2,1587.53
Lenovo,AMD Ryzen 3,8,512,macOS,Integrated,3.7,1195.42
Asus,Intel i5,32,512,Windows 11,AMD Radeon,3.4,1728.72
Dell,Intel i7,32,512,Windows 11,AMD Radeon,4.3,1654.17
Lenovo,AMD Ryzen 5,4,512,macOS,AMD Radeon,4.7,1189.75
MSI,AMD Ryzen 5,32,256,Windows 10,AMD Radeon,3.7,1459.54
Dell,AMD Ryzen 5,32,1024,macOS,Integrated,3.1,2467.48
Apple,AMD Ryzen 5,8,128,Windows 10,Integrated,3.8,1101.72
HP,AMD Ryzen 7,4,128,macOS,AMD Radeon,3.0,1054.96
MSI,AMD Ryzen 3,32,1024,Windows 11,NVIDIA RTX 3050,4.3,2269.17
MSI,Intel i5,8,256,Windows 11,Integrated,4.4,889.49
Lenovo,Intel i7,8,128,Windows 11,AMD Radeon,4.8,807.59
Acer,Intel i3,32,512,macOS,NVIDIA RTX 3050,4.5,2216.28
Lenovo,Intel i5,16,256,Windows 10,Integrated,4.9,935.67
Dell,Intel i7,4,128,Windows 11,Integrated,4.0,811.87
Dell,Intel i7,32,128,Windows 10,NVIDIA RTX 3050,4.7,1833.55
Lenovo,AMD Ryzen 7,4,512,macOS,NVIDIA GTX 1650,4.5,1634.26
Apple,Intel i3,4,256,macOS,Integrated,3.4,1207.37
Asus,AMD Ryzen 5,16,128,macOS,Integrated,4.5,1160.73
MSI,AMD Ryzen 5,16,1024,Windows 10,Integrated,3.8,1703.26
Asus,Intel i5,4,512,macOS,AMD Radeon,3.2,1219.5
Apple,Intel i5,4,256,Windows 11,Integrated,3.2,1158.84
Apple,Intel i3,4,128,macOS,Integrated,4.0,1421.65
Lenovo,AMD Ryzen 7,32,128,Windows 11,NVIDIA RTX 3050,4.9,1783.94
Dell,AMD Ryzen 3,16,1024,macOS,NVIDIA GTX 1650,4.7,1996.48
Lenovo,Intel i3,4,1024,macOS,NVIDIA GTX 1650,4.2,1810.1
Lenovo,Intel i7,8,1024,Windows 10,Integrated,3.0,1588.79
Acer,Intel i7,4,512,Windows 10,NVIDIA GTX 1650,3.7,1212.41
Apple,Intel i7,4,256,Windows 11,AMD Radeon,3.7,1369.83
Apple,AMD Ryzen 5,16,256,Windows 11,NVIDIA RTX 3050,3.8,1712.88
MSI,Intel i7,32,256,Windows 10,AMD Radeon,5.0,1580.3
HP,Intel i5,4,128,Windows 11,NVIDIA GTX 1650,4.0,835.12
Acer,Intel i5,8,1024,Windows 10,Integrated,3.7,1399.88
Asus,Intel i7,16,256,Windows 11,Integrated,4.5,1214.89
Apple,AMD Ryzen 7,8,512,macOS,NVIDIA RTX 3050,3.3,2317.92
MSI,AMD Ryzen 7,32,512,Windows 10,NVIDIA GTX 1650,4.4,1893.15
HP,AMD Ryzen 7,4,256,Windows 11,NVIDIA RTX 3050,3.7,1147.96
Lenovo,Intel i5,4,128,Windows 11,Integrated,4.1,814.05
Lenovo,AMD Ryzen 7,16,1024,Windows 10,NVIDIA RTX 3050,4.5,1995.88
Asus,Intel i5,8,128,Windows 10,AMD Radeon,4.3,798.99
Dell,AMD Ryzen 3,16,128,Windows 11,AMD Radeon,4.5,790.18
Apple,Intel i5,32,1024,Windows 11,AMD Radeon,4.3,2596.67
HP,Intel i7,32,512,Windows 10,NVIDIA RTX 3050,4.6,2058.57
MSI,AMD Ryzen 3,4,512,Windows 10,NVIDIA RTX 3050,3.0,1240.82
Dell,Intel i3,8,256,Windows 10,AMD Radeon,4.3,808.41
Acer,AMD Ryzen 3,16,1024,macOS,Integrated,3.4,1750.49
Lenovo,AMD Ryzen 5,8,512,Windows 11,NVIDIA GTX 1650,4.2,1197.21
HP,AMD Ryzen 7,32,512,Windows 11,NVIDIA GTX 1650,4.6,1854.57
HP,AMD Ryzen 7,4,512,macOS,NVIDIA GTX 1650,3.6,1575.11
Apple,Intel i5,4,128,Windows 10,NVIDIA GTX 1650,4.6,1316.4
Dell,AMD Ryzen 7,4,128,Windows 11,AMD Radeon,4.6,723.24
HP,AMD Ryzen 5,8,512,macOS,AMD Radeon,4.7,1604.14
Lenovo,AMD Ryzen 5,16,1024,Windows 11,NVIDIA GTX 1650,4.0,1865.23
Lenovo,Intel i5,4,128,Windows 11,AMD Radeon,3.8,616.91
Asus,Intel i3,16,512,Windows 11,NVIDIA GTX 1650,4.3,1307.31
Dell,AMD Ryzen 7,8,128,Windows 10,Integrated,4.6,913.07
Lenovo,Intel i7,32,128,Windows 10,AMD Radeon,4.8,1493.38
Lenovo,Intel i5,16,128,Windows 10,Integrated,3.7,988.54
MSI,AMD Ryzen 7,32,512,Windows 10,AMD Radeon,4.3,1800.64
Dell,Intel i5,8,512,Windows 10,Integrated,3.2,1139.47
Lenovo,AMD Ryzen 7,4,256,Windows 10,NVIDIA GTX 1650,4.8,894.28
Asus,Intel i7,8,128,macOS,NVIDIA GTX 1650,3.6,1178.28
Apple,AMD Ryzen 3,16,1024,macOS,Integrated,3.3,2139.27
Acer,Intel i5,4,256,Windows 11,NVIDIA GTX 1650,3.3,901.58
Asus,Intel i7,32,256,Windows 10,NVIDIA GTX 1650,4.2,1660.41
Apple,AMD Ryzen 7,16,512,Windows 11,NVIDIA RTX 3050,4.5,2078.99
Dell,Intel i3,8,128,macOS,NVIDIA RTX 3050,4.4,1205.27
MSI,Intel i5,4,128,Windows 11,NVIDIA GTX 1650,3.8,876.99
MSI,AMD Ryzen 5,32,128,Windows 10,AMD Radeon,4.9,1421.72
MSI,Intel i5,4,512,Windows 10,Integrated,4.5,1041.54
MSI,AMD Ryzen 5,4,128,Windows 11,Integrated,4.7,706.1
Lenovo,AMD Ryzen 5,16,512,Windows 10,Integrated,3.4,1307.25
Apple,AMD Ryzen 3,4,1024,Windows 10,Integrated,4.6,1646.01
Dell,Intel i7,32,512,Windows 11,Integrated,4.1,1859.48
Dell,AMD Ryzen 5,16,512,macOS,Integrated,3.8,1562.89
Dell,Intel i5,16,1024,Windows 11,AMD Radeon,3.1,1568.84
Asus,AMD Ryzen 3,32,128,Windows 10,Integrated,3.9,1195.86
Acer,AMD Ryzen 5,8,512,Windows 10,NVIDIA RTX 3050,3.1,1303.29
Apple,Intel i7,16,256,macOS,AMD Radeon,4.4,1847.78
HP,Intel i7,32,512,Windows 11,NVIDIA RTX 3050,4.7,2030.38
MSI,AMD Ryzen 3,8,128,macOS,AMD Radeon,3.1,981.3
Dell,Intel i5,8,128,Windows 10,NVIDIA GTX 1650,4.6,866.58
Acer,Intel i7,32,1024,Windows 10,NVIDIA RTX 3050,3.3,2473.5
Dell,AMD Ryzen 3,8,128,Windows 11,Integrated,3.5,507.78
HP,AMD Ryzen 3,8,128,Windows 10,NVIDIA GTX 1650,4.5,951.64
Asus,Intel i5,4,128,macOS,NVIDIA GTX 1650,3.8,1058.25
Acer,Intel i7,8,256,Windows 11,AMD Radeon,4.4,981.28
Lenovo,Intel i3,8,256,Windows 11,AMD Radeon,3.9,747.23
Dell,AMD Ryzen 7,8,128,macOS,NVIDIA RTX 3050,4.9,1447.85
Apple,AMD Ryzen 5,4,256,Windows 10,AMD Radeon,3.4,1078.8
Asus,AMD Ryzen 7,8,512,Windows 10,NVIDIA RTX 3050,4.6,1512.19
MSI,AMD Ryzen 7,32,1024,Windows 11,Integrated,4.5,2138.4
Acer,AMD Ryzen 7,8,128,Windows 10,AMD Radeon,3.5,814.35
Acer,AMD Ryzen 3,32,256,Windows 11,AMD Radeon,3.6,1355.11
Acer,AMD Ryzen 7,8,256,macOS,Integrated,4.2,1232.88
Apple,Intel i7,32,1024,macOS,Integrated,4.5,2896.85
Acer,Intel i7,16,512,macOS,AMD Radeon,3.8,1683.28
Dell,Intel i7,32,512,macOS,Integrated,4.6,1923.7
Acer,Intel i7,8,256,macOS,NVIDIA GTX 1650,4.8,1502.84
Dell,AMD Ryzen 3,32,512,macOS,AMD Radeon,4.2,1960.52
Acer,AMD Ryzen 5,8,512,Windows 10,AMD Radeon,5.0,1136.38
MSI,Intel i7,16,256,Windows 11,Integrated,3.8,1192.29
Lenovo,AMD Ryzen 7,8,512,Windows 10,NVIDIA RTX 3050,3.4,1354.65
Lenovo,AMD Ryzen 5,32,256,Windows 11,Integrated,3.9,1455.29
Lenovo,AMD Ryzen 5,8,512,macOS,NVIDIA GTX 1650,3.7,1613.25
MSI,Intel i7,4,1024,Windows 10,NVIDIA RTX 3050,4.4,1845.06
HP,AMD Ryzen 7,16,128,macOS,AMD Radeon,3.8,1453.01
Asus,AMD Ryzen 7,8,256,macOS,Integrated,4.7,1294.03
Lenovo,AMD Ryzen 3,32,256,Windows 11,NVIDIA GTX 1650,4.1,1604.62
HP,AMD Ryzen 7,4,128,Windows 11,Integrated,4.7,703.85
Lenovo,AMD Ryzen 3,32,512,Windows 11,AMD Radeon,3.1,1526.02
HP,AMD Ryzen 7,4,1024,macOS,AMD Radeon,4.4,1772.33
Lenovo,Intel i7,4,512,macOS,Integrated,5.0,1551.79
Asus,AMD Ryzen 5,8,128,macOS,NVIDIA RTX 3050,4.9,1441.84
Apple,AMD Ryzen 7,32,1024,macOS,Integrated,5.0,2860.19
Dell,Intel i3,32,256,Windows 11,Integrated,3.2,1254.83
Asus,Intel i5,8,512,Windows 11,NVIDIA GTX 1650,4.9,1246.27
Asus,AMD Ryzen 5,32,512,Windows 10,NVIDIA GTX 1650,3.3,1828.75
Acer,AMD Ryzen 7,32,1024,Windows 11,NVIDIA RTX 3050,3.7,2432.9
Asus,AMD Ryzen 5,4,1024,Windows 10,NVIDIA GTX 1650,4.6,1538.23
MSI,AMD Ryzen 7,8,512,macOS,NVIDIA RTX 3050,4.1,1690.1
Apple,AMD Ryzen 5,32,256,Windows 11,AMD Radeon,3.6,1863.53
Dell,Intel i5,4,512,Windows 11,Integrated,3.8,952.02
Dell,AMD Ryzen 7,4,128,Windows 11,NVIDIA RTX 3050,5.0,971.47
MSI,AMD Ryzen 5,4,1024,Windows 10,AMD Radeon,3.7,1413.39
Lenovo,AMD Ryzen 5,8,128,Windows 10,NVIDIA RTX 3050,4.1,1134.2
Dell,Intel i7,32,256,macOS,NVIDIA RTX 3050,3.9,2251.59
Dell,AMD Ryzen 7,32,128,Windows 10,Integrated,4.6,1582.08
Asus,Intel i5,8,512,Windows 11,AMD Radeon,4.9,1065.17
Dell,AMD Ryzen 5,32,512,Windows 11,NVIDIA RTX 3050,4.1,1915.43
Asus,Intel i7,4,256,Windows 11,AMD Radeon,3.6,792.01
Acer,AMD Ryzen 7,32,512,Windows 11,Integrated,4.6,1736.74
Lenovo,AMD Ryzen 5,16,128,Windows 11,AMD Radeon,4.3,1007.82
Dell,AMD Ryzen 7,4,256,macOS,NVIDIA RTX 3050,3.5,1494.91
Acer,Intel i3,8,1024,Windows 10,Integrated,3.7,1411.37
Dell,Intel i5,32,256,macOS,Integrated,4.9,1807.39
MSI,Intel i7,4,512,Windows 10,Integrated,4.5,1073.22
Acer,Intel i5,8,256,macOS,Integrated,4.4,1141.8
Apple,AMD Ryzen 7,8,128,macOS,Integrated,4.5,1597.95
MSI,Intel i3,32,512,macOS,Integrated,3.9,1777.13
Asus,AMD Ryzen 7,4,128,Windows 10,NVIDIA GTX 1650,5.0,975.98
Asus,Intel i7,16,256,Windows 10,AMD Radeon,3.1,1112.06
Dell,Intel i7,8,1024,Windows 10,NVIDIA RTX 3050,4.6,1893.91
Apple,Intel i7,16,512,macOS,NVIDIA RTX 3050,4.5,2416.16
Acer,AMD Ryzen 7,8,256,Windows 11,Integrated,4.5,870.93
Lenovo,AMD Ryzen 7,32,128,Windows 10,NVIDIA RTX 3050,3.8,1677.66
HP,Intel i7,16,1024,macOS,Integrated,4.3,1976.78
Apple,AMD Ryzen 3,8,256,macOS,Integrated,4.8,1338.11
Lenovo,AMD Ryzen 3,8,128,Windows 11,AMD Radeon,4.1,674.05
Asus,AMD Ryzen 3,8,512,Windows 11,AMD Radeon,3.7,901.46
Dell,Intel i5,8,1024,Windows 10,NVIDIA RTX 3050,5.0,1709.25
HP,AMD Ryzen 3,8,1024,macOS,Integrated,3.5,1542.92
MSI,AMD Ryzen 7,4,128,macOS,NVIDIA GTX 1650,3.4,1322.99
Apple,AMD Ryzen 7,8,128,Windows 11,AMD Radeon,4.5,1317.29
Acer,Intel i7,8,512,Windows 10,NVIDIA RTX 3050,3.9,1472.1
Dell,AMD Ryzen 5,32,256,macOS,NVIDIA GTX 1650,4.7,2050.13
Asus,Intel i3,8,128,Windows 11,NVIDIA GTX 1650,4.9,749.37
Acer,Intel i3,32,128,Windows 11,Integrated,4.5,1065.85
MSI,Intel i5,8,256,macOS,NVIDIA GTX 1650,4.3,1375.05
Dell,Intel i5,4,256,Windows 10,NVIDIA RTX 3050,3.7,1118.71
HP,AMD Ryzen 5,32,512,Windows 11,AMD Radeon,4.3,1753.46
Lenovo,Intel i5,8,128,Windows 10,AMD Radeon,4.7,743.2
Acer,AMD Ryzen 5,16,128,macOS,Integrated,4.2,1259.4
Acer,Intel i3,16,1024,Windows 11,Integrated,4.4,1593.35
Asus,AMD Ryzen 3,16,256,Windows 10,NVIDIA RTX 3050,4.5,1228.66
Acer,AMD Ryzen 5,8,1024,Windows 11,NVIDIA GTX 1650,3.5,1664.25
MSI,Intel i5,16,512,Windows 10,AMD Radeon,4.0,1293.4
Apple,AMD Ryzen 5,16,128,Windows 10,Integrated,4.2,1433.6
Dell,AMD Ryzen 7,8,512,Windows 10,AMD Radeon,3.7,1124.27
MSI,Intel i3,4,256,Windows 11,Integrated,3.2,490.85
Apple,Intel i7,8,256,macOS,AMD Radeon,4.6,1442.39
Apple,AMD Ryzen 5,16,128,Windows 10,NVIDIA RTX 3050,3.6,1666.68
Dell,Intel i5,8,512,Windows 10,NVIDIA GTX 1650,3.8,1293.29
Apple,Intel i7,32,256,Windows 11,AMD Radeon,4.1,1929.11
Asus,Intel i7,16,512,macOS,AMD Radeon,4.4,1672.38
Lenovo,Intel i7,32,1024,macOS,AMD Radeon,4.9,2460.48
Acer,Intel i3,16,512,Windows 11,Integrated,3.9,1087.68
Asus,AMD Ryzen 5,8,256,Windows 11,Integrated,3.1,764.64
Lenovo,AMD Ryzen 3,32,256,Windows 10,NVIDIA GTX 1650,3.3,1475.12
Acer,Intel i5,16,512,Windows 11,AMD Radeon,4.0,1286.12
Asus,Intel i7,16,256,Windows 10,Integrated,3.6,1135.61
Apple,Intel i5,8,256,Windows 11,Integrated,4.6,1167.33
Apple,AMD Ryzen 5,16,128,Windows 11,NVIDIA GTX 1650,4.9,1393.71
