age,income,loan_amount,credit_score,city,employment_type,target
20,25085.58599726013,267022.52230115724,662.699863407978,Mumbai,Salaried,162335.56228034908
37,56444.273286988784,106241.37651771276,691.6520626084896,Bangalore,Salaried,79865.69296420143
41,53115.31530744667,205751.30395737087,,Chennai,Salaried,115911.50136941178
50,54073.6825579306,191993.36022166797,621.0901524499596,Bangalore,Self-Employed,124694.34732048862
41,30848.77136269536,233567.0038225233,585.1311183806882,Chennai,Self-Employed,135907.3319617543
69,33784.151893876064,210659.83141188446,647.7992580737656,Bangalore,Unemployed,142529.1713188458
28,65797.29279999355,162401.53341305905,590.609995606643,Chennai,Self-Employed,109385.73411160345
66,49406.672692150176,184047.3032166691,690.1189469268841,Bangalore,Unemployed,107892.09297300775
25,60222.510460589365,160198.70715982554,524.9893455646122,Chennai,Unemployed,111122.41243019947
53,50424.77564195692,253800.35692992993,624.8259229283276,Bangalore,Unemployed,146999.0896637794
55,50446.34209243618,201065.5824335971,671.077513743422,Mumbai,Unemployed,123179.97887908136
57,64074.25708963996,295059.5342876504,662.8684161425753,Mumbai,Unemployed,164095.9681283874
37,42259.32907673939,196966.95930926898,838.5123564786347,Hyderabad,Salaried,118322.05381440851
52,51441.811654114754,164579.66165447686,674.4860017197535,Chennai,Self-Employed,104775.28131557476
65,43065.87066942436,124314.28036935865,579.7161782210593,Bangalore,Salaried,79590.57641034844
42,130447.66976554581,109843.01618720275,643.317502703765,Chennai,Unemployed,94580.11042599456
52,45362.41814797041,120793.20284972551,525.6627566573484,Mumbai,Self-Employed,82144.24573928032
42,53332.00657450569,213356.33255057418,644.3580175492267,Chennai,Salaried,119886.62425471273
46,42818.77067504784,225436.25116149668,591.6860760099469,Bangalore,Salaried,119890.67153812222
35,68836.34188360281,120940.46489839333,714.0773192892113,Chennai,Unemployed,95357.26991443403
63,36580.89046670744,244751.91570380577,611.5321807783125,Bangalore,Salaried,145643.04858057108
35,47196.92533757961,175846.94741582804,641.8263858943327,Mumbai,Salaried,95424.77036132771
19,43404.034125887374,,605.5109511016917,Mumbai,Salaried,104450.59458409723
52,71704.668265306,280611.0314127712,,Mumbai,Salaried,159446.69167830903
33,52948.32164767362,244841.96579327658,627.5130063717462,Hyderabad,Salaried,143297.61950992583
58,65477.66809202952,186573.4676047084,778.2789930435441,Mumbai,Unemployed,132256.31990805356
53,27716.59440444542,155440.38872923562,706.9906233482786,Chennai,Unemployed,91577.63324130903
50,54005.75398803888,92409.22993353475,683.7446709134771,Hyderabad,Salaried,61550.1773850335
21,63344.46193435155,164042.334037879,675.8113203122264,Mumbai,Unemployed,109268.48109319783
50,51234.259839131366,189443.48805861527,677.5658108751376,Chennai,Unemployed,115727.51893730262
31,65982.20562598026,150641.0236424408,515.0629194458073,Chennai,Self-Employed,86455.72962894257
38,42240.673248494415,193437.15164538476,630.478162409447,Chennai,Salaried,101944.93057214806
65,71140.2116027837,203842.59414793842,709.1610579829025,Bangalore,Unemployed,116872.99611348042
37,84483.47185428876,188757.20090959608,646.5771971568126,Hyderabad,Unemployed,150987.92933173216
25,44557.42159340512,167499.87095882703,551.6367107237497,Chennai,Salaried,111233.34346740867
24,43317.462178988426,208432.73359833637,646.3316884595771,Bangalore,Self-Employed,117737.76175210686
20,71800.7671567655,222097.03247847044,769.2873861378844,Mumbai,Salaried,151364.28847593302
34,,145480.0461278577,737.2824200874304,Chennai,Self-Employed,96540.3590439767
50,42157.09959270098,270546.6189873135,645.6597193443778,Bangalore,Salaried,165128.8405346481
65,43697.19774356214,195070.59338578692,716.6014493940661,Chennai,Salaried,118613.5350805973
29,45773.230867092396,200942.4811472424,624.3445085742363,Hyderabad,Salaried,113858.1424215183
68,29833.242334485843,235410.72116282786,530.7289889221297,Hyderabad,Salaried,138760.82662927068
39,36220.22080273703,211660.80656317508,585.2873808309312,Mumbai,Self-Employed,123924.53905795481
39,34937.88849871898,247656.83169566226,759.4022137955739,Chennai,Self-Employed,145886.48225719584
63,38483.03652343807,214356.2082600912,630.8204842719487,Bangalore,Unemployed,127186.29016163759
47,49479.72668919828,169378.1312679781,632.9631214437487,Mumbai,Salaried,107912.76258389531
55,53513.22098804781,218075.17626030507,629.0113262607583,Chennai,Self-Employed,139387.2065700419
55,73257.50739221115,142813.68963396692,783.2895612701104,Mumbai,Self-Employed,127055.0611355246
62,35024.68938891814,205427.98528882617,763.8171240753444,Bangalore,Self-Employed,133347.48970733755
68,64764.83597714876,198338.50046777696,805.3146163413694,Mumbai,Salaried,128848.29879327725
25,46790.16733661736,189594.15713637302,638.8668352719964,Mumbai,Unemployed,112116.72797289594
44,49258.044355213504,193573.12442805347,670.6937142122966,Mumbai,Self-Employed,116263.56348269383
44,60122.29238249906,105907.54772511804,543.8350215405446,Chennai,Salaried,63867.51884660969
51,33159.16967656552,172563.75461295192,753.3854098282792,Bangalore,Self-Employed,110408.91773326058
38,55736.14619276076,204642.24505705573,568.2554314112446,Hyderabad,Self-Employed,114575.2937838851
47,52496.78312319584,207992.81959987,665.1742894633841,Chennai,Unemployed,122672.64451103497
50,57386.76896012224,148616.2429537021,573.188823065701,Hyderabad,Self-Employed,103959.52742456473
45,54337.52965861727,263285.392043235,608.7793221282913,Hyderabad,Self-Employed,151658.49510252033
64,86829.50209866342,156691.25758927496,591.391629826521,Chennai,Salaried,105385.51581720918
50,40433.900236230256,496945.7200526737,607.4487317526928,Chennai,Salaried,254702.71055367647
22,42035.04567497274,221359.71809358423,612.2614107795715,Bangalore,Unemployed,141466.25418012775
65,40652.89210362853,167688.63450780985,611.6211843552446,Bangalore,Salaried,93824.17807401715
36,41667.843212596184,577531.0892609512,708.3333738246215,Mumbai,Salaried,302490.47306302114
21,40439.19309040223,140318.158412176,572.6596044856236,Hyderabad,Unemployed,70100.1389797263
52,67835.24796661327,245957.70868050007,665.4378998909707,Bangalore,Self-Employed,149785.1972510647
66,71307.56371984782,250029.11590214891,735.257140661389,Mumbai,Unemployed,150426.44961002708
34,41438.805593757854,166468.98954616775,614.0762544840622,Bangalore,Salaried,103625.47816573599
61,37514.66640343657,269623.26500321645,599.7456776476679,Chennai,Unemployed,140317.17242954014
45,57071.23334579606,187497.67427005235,633.8632762373825,Bangalore,Self-Employed,124550.64783649019
47,41716.65433578543,214434.68146399286,732.5807645852497,Hyderabad,Unemployed,108666.0391501234
46,59493.97726633266,,663.587534166735,Bangalore,Salaried,130070.33949102361
63,53043.845312769496,193284.5629264726,612.8149993774681,Hyderabad,Salaried,119838.46788223767
23,27263.838275041522,240540.41365798912,683.8713655831627,Chennai,Unemployed,135865.8120343995
52,73212.57801995092,239674.43602761065,572.8395495114504,Hyderabad,Self-Employed,149106.93562650777
58,76938.16509643283,,697.6951657310063,Bangalore,Unemployed,94231.81869789406
54,40808.16964273421,265217.0121439076,678.6025115391237,Mumbai,Self-Employed,164883.9691298958
41,44184.47660096024,116875.40059821628,628.4534070202781,Chennai,Self-Employed,76421.49806646958
46,54287.98086087358,251627.31021708285,591.2989941086938,Bangalore,Unemployed,138334.6129564943
66,55016.851849805375,256335.25684137916,587.932335440158,Chennai,Self-Employed,156159.18015296033
63,59878.164090092454,145451.6784892401,687.4372135442137,Chennai,Salaried,94761.26675964802
48,80153.06808149524,179459.28560227077,736.0286351742343,Bangalore,Unemployed,133782.0466935481
52,47345.79158758926,144714.76657570322,605.3884577079843,Bangalore,Self-Employed,86595.33919748696
50,38025.541331923196,189253.94848556325,682.0870692486039,Mumbai,Salaried,104275.39844851682
69,29310.21157978209,184598.28579071295,503.9081086978552,Chennai,Unemployed,107569.22496579643
38,39036.04940087121,238983.026613467,609.076758853996,Chennai,Salaried,119888.91780316489
49,49503.095406893044,265515.4373059804,647.8258746990368,Bangalore,Salaried,149412.61888446566
40,76918.36795276681,269784.1905394978,586.3221608112716,Hyderabad,Salaried,160532.4214976082
50,42235.830514457426,171891.5986710849,584.4445537647283,Bangalore,Self-Employed,106665.71723525379
20,53356.819274583475,189538.90631277362,,Chennai,Unemployed,106846.33228653164
35,49753.65655890872,115828.09038895249,670.4534909828461,Bangalore,Unemployed,70749.6723492978
42,67825.89910172127,159706.49667519057,636.8869687115538,Mumbai,Self-Employed,118139.0246621912
59,87903.98638810433,248242.58165487286,493.32381366725195,Hyderabad,Unemployed,155291.11033468373
48,42036.96840619519,280779.1411774116,501.5509893155454,Bangalore,Salaried,166662.54284274942
20,42658.40836222667,138282.5564060039,607.5194375499977,Mumbai,Unemployed,82596.1210733353
57,65662.41315603608,170376.78704235528,682.0380610237487,Chennai,Self-Employed,111162.98845401718
63,60228.37234439467,198679.71215205366,457.67466100923355,Bangalore,Salaried,124130.45865972969
41,77700.6098860405,214008.05794098033,615.0188876693859,Chennai,Self-Employed,153939.9498892288
67,58758.92277988946,159519.8240039177,613.1626500437806,Mumbai,Salaried,101343.03353464867
49,44610.61863819411,221203.0522232045,747.1836444745913,Chennai,Salaried,129793.85921060259
64,58859.82246038464,176308.0326464542,623.0484731800996,Mumbai,Unemployed,123023.97807051087
39,66630.55370874362,199277.38645608604,676.8092289318649,Mumbai,Salaried,122597.83724513388
40,62307.23271796046,227314.21240018497,659.8879998061225,Mumbai,Self-Employed,141794.44793026938
19,57609.11046660947,200321.11349054688,500.86034641349596,Bangalore,Unemployed,132561.48541358154
44,66000.1203438373,178180.70547367158,703.7745051642216,Chennai,Self-Employed,110169.71517463979
59,67539.4338566851,194519.50980370847,665.0777553819402,Chennai,Salaried,127576.98707751572
19,70732.38486556291,195581.85203973323,685.5788047772213,Hyderabad,Self-Employed,143321.93662875783
43,,181499.4485058936,,Hyderabad,Self-Employed,127130.46562998716
34,47493.22879524718,187060.1968666449,504.1120942350988,Hyderabad,Salaried,115668.5187110957
57,52200.705296499844,,770.7287654832776,Hyderabad,Unemployed,161090.4653880743
50,68097.63449762535,228045.97239706194,629.8786736419751,Chennai,Self-Employed,134707.88047148992
26,37745.964935191456,185225.984098542,,Mumbai,Salaried,100756.05253055246
60,55530.099633093516,,646.8141428289131,Mumbai,Unemployed,155647.27103064235
65,44099.91781508959,183309.0255121995,620.3034566621369,Bangalore,Unemployed,124242.23312094799
56,50431.17234402226,,610.1116950232869,Mumbai,Unemployed,143987.43981769978
46,69176.77793910948,218482.1096099047,673.0656114901107,Chennai,Self-Employed,140101.6142823677
59,52866.48602029855,194634.89279978856,543.7978412329825,Chennai,Self-Employed,119728.6356033768
43,50696.54822234223,222385.84629051387,702.5405417265235,Chennai,Self-Employed,145271.4476424656
52,29602.15788530121,121456.19239657503,620.8663916580322,Bangalore,Unemployed,79645.41946347171
67,,143661.62655450974,570.8951462671749,Hyderabad,Self-Employed,95669.71817974563
42,59682.26271711613,140303.7496800472,618.499099940293,Mumbai,Salaried,88824.68863160456
41,82448.8208495819,207147.15473818535,738.0004451803801,Chennai,Self-Employed,139096.90652702932
30,136149.97942711497,286625.7499742546,612.5265439088644,Chennai,Self-Employed,186801.30854472422
24,53287.254914959085,311565.0073096316,675.0917532746735,Hyderabad,Unemployed,180726.4471133487
53,53740.75525566133,231902.55507203785,598.8330606999168,Chennai,Self-Employed,137302.12392513335
62,220985.39758935635,225042.22374722286,703.0545294946534,Mumbai,Salaried,182122.3576466634
37,48570.567014195716,109947.11329236305,697.9855417153143,Bangalore,Unemployed,66797.1744312752
18,54185.32288655509,172866.3100132989,779.4026183307487,Chennai,Salaried,115624.73058339648
25,59118.44764574809,160610.81240458804,637.7105238150549,Mumbai,Unemployed,104843.74914795932
63,52799.13684734537,168957.6200874442,696.8058363330534,Chennai,Unemployed,125160.81801592052
33,43303.49578174208,191592.80907076053,656.8647277677261,Hyderabad,Self-Employed,105032.65216380406
31,52911.34989347462,176395.47111514362,740.711024730411,Chennai,Salaried,117731.23269524823
29,66104.47624789659,,599.6817328673889,Chennai,Unemployed,126036.70500398707
68,34602.270508834095,237395.5128058767,702.1503719014097,Bangalore,Self-Employed,157097.52525786826
40,51994.54511220314,146362.84871300968,636.3711892718322,Hyderabad,Unemployed,100633.21895349877
32,39498.1877759124,211962.34320555747,645.5068276024051,Hyderabad,Unemployed,127532.58202792735
45,67925.69943387264,303704.1334874987,656.4226739113861,Bangalore,Unemployed,177992.9789632868
51,27152.19642824338,154030.77042067883,667.6568277498674,Chennai,Unemployed,84806.40186965492
19,41616.17229092617,73485.62386268351,641.8639669814629,Mumbai,Unemployed,58760.23121484354
49,55658.17812596781,185699.78890599447,665.0299228219368,Hyderabad,Unemployed,102374.62102763934
40,73482.86043851511,255047.98174992856,760.4682640293529,Hyderabad,Self-Employed,143810.69076096264
39,49013.746083905186,297917.3727110297,718.9814779930653,Chennai,Unemployed,180977.00932891204
68,41672.00709960202,138522.52027737917,710.8408214747827,Chennai,Salaried,71250.02909287736
42,78217.35604160884,224834.9611618261,,Hyderabad,Self-Employed,138868.0741422706
39,28279.79149375634,176734.47716099734,587.7531420240173,Chennai,Salaried,92237.44253627617
39,17017.910650698774,194702.58228479323,716.8710390766427,Mumbai,Unemployed,105600.66780447603
66,56600.216750799984,332217.1673508517,711.3232754770856,Hyderabad,Salaried,192047.3344788302
69,42469.18663471083,124851.48358024233,753.0869473025688,Mumbai,Unemployed,92542.92016320182
59,34681.5077430393,212686.98307472866,607.721356182154,Mumbai,Unemployed,135001.49331942486
23,60625.3467094903,,633.9315941247758,Chennai,Self-Employed,127029.71705664246
32,53657.010706567984,254289.31624696736,535.2361086232196,Mumbai,Self-Employed,143934.50305541864
60,41538.820538949076,204899.15767354477,622.5270225757389,Chennai,Unemployed,161661.99644633406
54,30795.434019936583,215402.5269752051,719.7599357405613,Bangalore,Self-Employed,121637.34619163552
50,63086.859924202174,180417.57162891043,617.3453234540261,Chennai,Salaried,106486.18906629707
25,59753.017669379915,213456.34706225537,694.8335856640576,Mumbai,Self-Employed,124444.40706116785
61,48512.36204330926,182840.38622512948,636.6647825801532,Bangalore,Self-Employed,109899.15038826574
61,77699.554940715,231078.59449280254,672.6839919755092,Chennai,Salaried,141648.63002048625
22,33948.72850510771,181519.4831978183,,Mumbai,Self-Employed,104297.2749456218
56,27117.122436128917,218855.01969510934,655.9646614743731,Hyderabad,Unemployed,123908.02765587142
21,39621.378951781335,198536.8593157511,440.6204820369494,Hyderabad,Salaried,115276.96954084779
23,49316.209754667536,256302.5125386084,636.9172689286611,Chennai,Unemployed,139760.42691227913
62,160950.27521952114,197430.31382057568,535.8668729399402,Chennai,Salaried,156052.2184171049
49,46381.459132155054,111348.37658965593,734.4196161582771,Hyderabad,Unemployed,78143.29169486409
69,55280.83094771445,263096.0750356996,704.4185146935158,Mumbai,Unemployed,160142.28865459855
47,31226.90863714334,154713.38495686906,682.6669687376257,Mumbai,Self-Employed,76406.89421970223
64,71656.46906109889,167311.683067559,756.4704359011566,Mumbai,Unemployed,114285.92904803551
52,48767.732324111465,170216.9352978254,583.5758435422614,Chennai,Self-Employed,85718.5826225486
57,66759.43747382192,268721.90465854085,772.3154238540891,Bangalore,Salaried,160356.2288651921
69,55140.88019566556,93216.28930106522,715.2534094982269,Bangalore,Unemployed,76882.3057317453
33,56851.29828730676,356887.4266829997,633.4411298946737,Bangalore,Unemployed,212291.30564266228
30,,252802.8404533026,729.4934103028061,Bangalore,Salaried,154604.90773169434
67,56715.628400259724,211161.94570645798,572.5594541311856,Bangalore,Salaried,135075.16326754866
59,59640.84139801316,197255.29996918567,592.2840086930629,Chennai,Unemployed,119452.69287010282
47,69937.28795198648,214277.70374288285,607.398719373221,Chennai,Salaried,129102.34775151996
36,158843.45263656616,226056.1214189669,612.9715604355189,Bangalore,Self-Employed,193738.39373004576
34,60635.05636382769,,576.0409650067822,Chennai,Salaried,148352.91932661965
36,48653.964585691596,227780.22330017242,735.6158146966727,Chennai,Salaried,124112.62065810646
45,71601.75823174209,204479.03406276245,631.8801919741118,Bangalore,Unemployed,112692.20720531506
43,39854.115469110955,190133.0789846337,674.6753477849816,Mumbai,Self-Employed,109118.83312026419
54,77014.10649366223,192436.3358173244,610.0754043510424,Chennai,Salaried,137341.83896335794
43,148192.89222100453,190254.58598236594,522.5577689616038,Mumbai,Self-Employed,145298.12988738803
40,28538.373468229278,256688.50484335324,668.9040150873996,Chennai,Self-Employed,121354.60638940654
26,51921.56622366184,229677.83611404308,516.1421517206156,Chennai,Self-Employed,133803.87520942718
29,39784.22513787678,52980.568266785995,645.1956167740173,Bangalore,Unemployed,44853.492340010685
18,62609.65323483086,232795.03882648805,554.2179472817032,Chennai,Salaried,116565.92106185551
18,40210.640310464136,209736.80973593873,789.1093199461566,Hyderabad,Unemployed,125064.35168107208
64,43307.248501778304,199064.56217770514,713.7953905522305,Hyderabad,Salaried,109528.72946899511
51,21656.889035817036,180574.0773455557,657.4027653890037,Bangalore,Salaried,85002.66892952984
49,43215.405211263846,512411.2719986014,738.4594674358268,Mumbai,Unemployed,292599.9280386921
65,13641.81010056565,247376.3231061429,590.7578815773985,Mumbai,Self-Employed,123112.26139116583
42,26241.45764771415,161356.11660881955,688.0435565069065,Mumbai,Self-Employed,88758.08380923029
57,61406.21984216446,220352.61435622675,663.9867303603099,Hyderabad,Salaried,128432.21157369902
62,61787.00237976248,151417.1632729357,668.4814056933569,Mumbai,Unemployed,100951.88391657318
18,56381.86342677447,131019.09176055348,739.0647450074738,Mumbai,Self-Employed,107477.85842894256
33,35495.3578530618,168664.13877050174,701.2744471945862,Bangalore,Self-Employed,90031.55251075595
56,49284.3296578703,243119.67361913793,670.2106563977517,Mumbai,Salaried,139979.20712642162
22,49945.96191364148,247656.25226880432,534.1578794640193,Hyderabad,Salaried,145362.1122933988
39,32624.529662111858,225654.27100486465,582.7967593304376,Hyderabad,Unemployed,119754.5445227752
46,72550.97452650726,236254.78934239986,641.4103746482994,Hyderabad,Salaried,143077.92672984904
20,63160.43435863507,225808.91435574793,656.5360661993656,Bangalore,Self-Employed,144362.9462149537
29,46685.53739255504,167925.92023885238,570.8857392728253,Bangalore,Self-Employed,96120.42886285603
43,50403.28758491796,221596.12723369704,818.8173672904895,Chennai,Self-Employed,130720.79847792702
33,53125.74211921329,240020.47626138412,756.1475838677501,Mumbai,Self-Employed,139195.89733594065
68,19373.97697363564,237714.5664906787,692.1482824274739,Bangalore,Unemployed,130552.8923503614
54,46292.339262191046,259445.66857373214,655.0425802898621,Hyderabad,Unemployed,152592.47901465444
39,39770.23628003302,235415.1923600532,635.1453721069194,Hyderabad,Salaried,141855.7284661745
46,34975.69985157627,217572.41037707916,583.3657077984435,Bangalore,Salaried,144488.11524162028
31,45783.495606710676,253507.51191582138,655.4236362963204,Bangalore,Salaried,120458.27668434498
45,76965.29790274284,198673.937037547,668.0426778099926,Bangalore,Unemployed,127433.07127564187
22,59612.64291900515,155906.2674386141,563.0767597162862,Chennai,Self-Employed,87823.33346974953
64,41432.31515325805,191846.6518028118,673.3923492071428,Hyderabad,Salaried,111233.2439329457
66,175766.22516102716,162754.86775967755,639.1318665822675,Chennai,Self-Employed,149307.2934009104
47,70990.33154879004,166241.0862512809,516.4534709485827,Chennai,Salaried,121560.10252118707
63,63869.50524369153,192774.0664642241,589.7730492454349,Mumbai,Salaried,133892.76106585795
69,50894.45554880261,160379.00395000193,621.0476126604849,Hyderabad,Salaried,114021.23991475083
22,40295.94833441639,184601.923518048,782.1381360138133,Hyderabad,Salaried,110471.77690328275
29,60473.34970420385,105319.26665231072,688.9587187173631,Bangalore,Salaried,91676.52817166178
33,55902.28078132625,210664.68536864693,556.5162901630076,Bangalore,Self-Employed,143636.68776640983
43,,200060.27376811122,684.0225402592346,Mumbai,Salaried,127286.73632218785
43,59527.57702522954,159145.56844659048,541.6887207743144,Chennai,Self-Employed,114620.31055428289
65,65743.29072979002,232962.28342162026,725.7883737720952,Bangalore,Unemployed,143874.3828526339
38,41971.47182659148,246878.50688132792,617.0212743727485,Bangalore,Salaried,156303.23288787768
56,69760.91098451489,119622.00678155129,643.445466788258,Hyderabad,Self-Employed,85557.09898037711
53,52963.994070386,161863.76107168928,742.8057653279533,Hyderabad,Unemployed,98153.93159330814
50,,161542.88251063507,559.8985501991025,Bangalore,Unemployed,99509.1863814061
47,39662.18272865648,153004.84494455677,552.2017270420906,Hyderabad,Unemployed,92186.80422891973
54,76039.45704747873,241473.74209658743,609.1480471557796,Mumbai,Self-Employed,150484.07057737815
40,52968.66175193972,190308.6930613598,722.6865195713522,Bangalore,Salaried,108813.2836382158
27,40228.72994578327,186774.25793446947,543.6457747166211,Hyderabad,Salaried,108391.12110817933
22,42741.71248918518,99806.88177966233,451.7491081322602,Mumbai,Self-Employed,61977.952623701654
53,45194.7903770852,463541.80302092264,618.4188799113701,Hyderabad,Salaried,240743.7719593955
51,,138037.08025732636,688.6218559937645,Hyderabad,Self-Employed,103172.35206294528
69,57842.5323205325,202996.63151331642,734.0183224817181,Hyderabad,Salaried,138310.294708693
48,41394.49994092131,213868.8468979096,617.5787046540221,Bangalore,Unemployed,135842.88726069452
27,49634.68111608526,268032.9297919326,621.2001375018798,Chennai,Salaried,154277.31269959567
36,82134.05537917795,134558.98004404438,730.7730513979023,Hyderabad,Self-Employed,99003.60909583587
49,75913.14755151067,49024.39220895874,519.1180810213206,Mumbai,Self-Employed,41845.58762275228
18,56544.85504511048,209192.47723768474,622.8035457371893,Bangalore,Unemployed,131934.0595421608
22,50570.05217252301,290025.55907554267,663.329672294754,Bangalore,Self-Employed,168513.40897433198
62,51800.46990077392,261947.31764697187,681.4453104899524,Mumbai,Salaried,181767.72686387444
21,59202.769590956246,210482.97076373128,614.3135314766382,Hyderabad,Salaried,140016.4751940763
33,34658.111522023915,175418.19071839764,652.4108708194088,Chennai,Unemployed,107783.08678970864
41,46139.35193864982,240356.12983186552,475.8170852610907,Hyderabad,Self-Employed,138361.94824020535
33,24971.238891836158,151322.69001477657,,Mumbai,Unemployed,99205.0081570777
19,55988.34683907919,223817.88846781096,681.7456098788127,Bangalore,Salaried,126365.51768061216
66,59707.939095541115,225273.50795833135,581.2394176021725,Chennai,Unemployed,147757.90800399004
45,42752.20306550939,253010.495374944,654.1288955112718,Bangalore,Self-Employed,135000.76255986455
49,73609.80144935049,337983.0019455539,681.2810750561889,Mumbai,Unemployed,192272.01358599664
44,31613.515054964882,219620.79835893837,626.0215559399564,Hyderabad,Self-Employed,107172.87426131363
37,28034.376796852695,174551.81871462506,661.93246396976,Chennai,Self-Employed,108446.30926655685
41,53366.77727839958,198721.28439040028,,Bangalore,Salaried,123696.05284565268
29,65706.47453918232,111546.20475554408,635.5372104212768,Bangalore,Salaried,76225.58659607927
67,75258.91537186803,165264.3434455471,692.7151318712456,Bangalore,Salaried,102845.60974328822
52,43116.7360569659,179535.8780943448,660.9881072677904,Hyderabad,Self-Employed,123100.06320394075
50,66180.21250146943,173795.58010327036,608.9428111305245,Chennai,Unemployed,111505.24253734955
50,49422.372957489395,207617.7436016861,665.6951483003555,Hyderabad,Self-Employed,117619.58142588766
68,47410.59050088771,158879.00338088998,700.0226853445632,Hyderabad,Salaried,119882.2353303372
60,63254.89906230009,256051.53336622356,506.50411049957654,Hyderabad,Salaried,145496.64831538044
54,59784.84317620129,200010.35324590985,731.1351845469128,Mumbai,Unemployed,136638.15213582228
29,26354.11764523626,199534.98394306927,626.4621682923249,Mumbai,Salaried,102428.44330792302
20,72148.10524588844,183605.26417435412,679.7842953268162,Mumbai,Salaried,116695.44431214202
18,,207759.53419294895,733.807284655166,Chennai,Salaried,137451.16329051353
50,40616.55947735706,241254.91323338173,553.9828411938674,Hyderabad,Unemployed,137773.8833757964
57,55937.05300156114,156643.48921445498,600.3391298300718,Hyderabad,Self-Employed,103543.88202112708
27,57410.45279424108,167094.17554623715,629.8015912887007,Mumbai,Salaried,101679.89106403787
60,53910.10648735861,184813.69856116676,595.1372535212901,Hyderabad,Unemployed,98553.29224300792
61,41745.422692318694,132706.45382633928,771.4455603085765,Hyderabad,Salaried,101247.07316759811
46,39925.64948092923,159037.1070139251,590.0259534321245,Bangalore,Unemployed,92618.22411182187
30,49616.688935128324,176188.95632276704,611.1117254359193,Hyderabad,Salaried,111980.72665160461
29,67590.93528889047,243719.4590356364,664.3072322122084,Bangalore,Unemployed,155799.65734293067
48,58154.002318916486,213128.06645009626,565.8495331746738,Hyderabad,Salaried,132756.31129558376
63,44440.78501870841,209679.49556837723,622.3023501770615,Chennai,Self-Employed,117309.09412218959
19,61575.48065972517,242544.8981083986,672.2217282875123,Mumbai,Salaried,158064.9601545097
68,7271.8606905488705,193131.41058003018,626.6997716932242,Bangalore,Unemployed,110151.05296436069
67,67231.48550558156,219523.2424964445,643.4629198770036,Mumbai,Salaried,138353.43260211905
52,23904.293318328506,194838.9123533752,612.946752128614,Bangalore,Self-Employed,112476.05972933119
40,44563.38587895302,213268.11746998143,543.9870783573463,Bangalore,Salaried,142265.56872482065
34,33204.95158060784,170862.06711942088,672.5115247937467,Bangalore,Unemployed,94817.01208929878
43,,78059.14208617854,772.8453150153069,Chennai,Unemployed,60084.515836175735
25,67412.4018106778,193286.0418906848,651.2881141548406,Hyderabad,Self-Employed,118093.32771409237
46,42984.48198032163,271137.406804997,665.7684882073285,Bangalore,Unemployed,135758.67481526823
43,55197.55822596073,492621.54022415925,698.4905928581802,Chennai,Salaried,250227.59825982084
27,49296.19131681224,,561.1468652417311,Bangalore,Salaried,134388.8994124731
43,57155.612408346824,261806.5360903109,769.1760260690723,Hyderabad,Salaried,149157.28036822725
51,51152.32836590383,204432.87954807188,664.1630157495962,Bangalore,Unemployed,145933.2659349117
68,30755.116637171457,209865.78537027977,764.2299829362377,Chennai,Salaried,128785.61184871459
58,64944.002291707104,169117.4052282825,598.6876903133208,Hyderabad,Salaried,117912.21041338079
24,42593.65125258031,184196.3571986475,777.2643345790477,Chennai,Salaried,106278.13225838477
21,26651.271520103735,230788.55748855707,704.2608845824349,Hyderabad,Self-Employed,131045.54074132847
67,43578.27258551131,260194.2218584408,688.7128060096651,Hyderabad,Unemployed,173119.25061243257
62,72511.39685951466,193027.68621595003,666.3817118047203,Mumbai,Unemployed,112786.90254610096
28,62753.32613170239,177490.53675742942,632.6029967347886,Mumbai,Unemployed,118459.68415924646
46,44770.21798388211,200026.39794282988,734.0372160931711,Mumbai,Self-Employed,136897.59419661394
53,44761.13443522357,230060.33744645573,659.8251908893633,Hyderabad,Unemployed,144716.19181741096
42,45175.47423173926,127807.25919332291,512.3051207488993,Bangalore,Self-Employed,100594.71921292457
38,81151.21975341262,85190.9523431381,571.7969476805098,Chennai,Self-Employed,74787.46413966922
53,55729.0317834733,172473.15752542083,636.9907973465076,Chennai,Unemployed,115359.72652308845
27,56450.624707866045,138964.37870429206,671.6999288215889,Chennai,Salaried,94232.11992062545
54,65454.25181047763,174592.99011763447,646.0388057770073,Mumbai,Salaried,118726.6142511264
26,160745.51215619312,192610.98405912644,735.3279552855564,Hyderabad,Unemployed,142730.36110624246
41,46114.36781268945,177337.57954884932,513.4228695172962,Mumbai,Unemployed,115560.81290284128
52,47054.75226372533,272623.3767235373,660.0511555553612,Bangalore,Self-Employed,159971.1087241104
66,48925.98110878904,216337.238230116,522.7414542228992,Hyderabad,Unemployed,128700.42165246917
52,49441.66645235238,215023.7179805414,703.1798606838918,Chennai,Self-Employed,146840.07391097388
65,60914.4431545547,231110.3572021701,643.3878899890598,Mumbai,Unemployed,137609.53645629433
53,50779.18828710949,143058.34411096154,679.3726980416883,Mumbai,Salaried,105634.87586823481
35,60989.60115823369,251955.58937101343,589.5281927587164,Bangalore,Salaried,163242.74293156154
66,48789.251298371266,196211.78567322702,739.5625452160426,Bangalore,Unemployed,128693.73752413996
56,51179.52785474136,233524.03086206064,722.9207264841195,Mumbai,Self-Employed,129694.08434492812
49,20026.989732018385,146407.13834799224,690.8481012108322,Bangalore,Salaried,89710.9300791415
