age,income,credit_score,transactions_month,avg_purchase_value,days_since_last_login,tenure_months,num_products,gender,region,churn
68,29833.242334485843,699.575009627959,30,164.1573418680763,69,50,1,Male,West,1
39,36220.22080273703,666.3251291884451,31,109.7487670299371,103,41,4,Male,North,0
39,34937.88849871898,716.7195643739271,34,110.56333882751504,203,66,1,Male,East,0
63,38483.03652343807,,23,103.72459021982502,52,25,3,Male,East,0
47,49479.72668919828,607.1293837751693,28,98.60973316622707,329,116,1,Female,South,0
55,53513.22098804781,,33,131.79885822835286,53,108,5,Male,North,0
55,73257.50739221115,569.9391654875537,33,,275,61,4,Male,East,0
62,35024.68938891814,657.5991794043566,32,171.23758306666912,334,66,1,Male,East,1
68,64764.83597714876,,27,93.38310807482158,30,42,2,Male,South,1
25,46790.16733661736,635.4318199909222,28,148.87613941752565,134,65,3,Male,North,1
44,49258.044355213504,641.0023741992749,33,69.20005610424496,57,36,2,Female,East,1
44,60122.29238249906,518.2705668151652,33,146.75360522184872,104,76,2,Male,West,1
51,33159.16967656552,611.5892564581327,28,146.8777843125799,265,9,2,Female,West,1
38,55736.14619276076,656.4991430798781,34,135.36808288023587,9,36,3,Female,South,0
47,52496.78312319584,661.1899474398181,33,80.22285912800831,252,105,3,Male,South,0
50,,578.0627401351829,33,129.9819275839231,294,92,3,Female,South,0
45,54337.52965861727,738.599548860529,37,72.67775261062444,155,38,3,Female,South,1
64,86829.50209866342,589.367760624985,29,109.88946979615258,157,33,2,Female,East,1
50,40433.900236230256,717.8620040368716,28,161.17652403821305,36,42,5,Male,North,0
22,42035.04567497274,679.903605331018,27,151.86807708282967,118,61,5,Male,South,0
65,40652.89210362853,604.7640883109337,37,120.60731770161732,66,46,3,Male,South,0
36,41667.843212596184,774.2717624826658,40,81.00773696308633,241,86,4,Male,East,0
21,40439.19309040223,566.4454217770464,36,145.82350848696774,298,89,1,Male,South,0
52,67835.24796661327,714.3407921527001,35,120.775249507921,212,61,4,Male,South,1
66,71307.56371984782,720.0407622630084,36,27.187376070783074,307,18,4,Male,North,1
34,254852.4782908424,603.0565853646349,26,151.30519305266074,100,70,4,Female,West,1
61,37514.66640343657,747.472571004503,35,119.03068664521231,55,82,5,Female,South,0
45,57071.23334579606,632.4967439780733,37,168.09804991932288,331,116,1,Male,East,1
47,41716.65433578543,670.20855404959,33,76.18917924628781,323,80,4,Female,North,0
46,59493.97726633266,668.2225287139854,27,-7.068152527840027,238,15,3,Male,East,1
63,53043.845312769496,640.5983880970616,31,131.1633543338074,230,48,5,Male,North,0
23,27263.838275041522,706.7565791211847,33,131.66254706727892,361,72,3,Male,North,0
52,73212.57801995092,705.5442104386549,29,,91,13,3,Female,South,1
58,76938.16509643283,527.6027618733274,35,80.86001816533575,278,119,4,Male,South,1
54,40808.16964273421,741.3038170014706,33,230.20870974879608,108,43,3,Male,South,1
41,44184.47660096024,533.6255608375028,32,107.77557543384786,316,60,1,Male,West,1
46,54287.98086087358,722.278234303916,25,149.23835905504865,167,57,3,Male,West,1
66,55016.851849805375,728.8693595779308,23,93.97360690526466,299,71,4,Female,East,0
63,59878.164090092454,573.6323498849362,37,36.38788404587373,217,17,3,Male,South,1
48,80153.06808149524,,34,113.18967012816378,221,50,5,Female,West,1
52,47345.79158758926,572.6006732059845,30,109.37581758855579,160,32,5,Female,South,0
50,38025.541331923196,634.9555278797885,27,104.00487045326514,15,22,5,Male,West,1
69,29310.21157978209,628.4376001069982,26,115.4143665797443,277,55,2,Male,West,0
38,39036.04940087121,704.5762372588538,32,130.57073086582545,56,115,5,Female,North,1
49,49503.095406893044,741.7216122283726,31,113.99532194984774,61,57,5,Female,South,1
40,76918.36795276681,747.6978667552969,26,69.43975328210544,362,13,2,Female,South,0
50,42235.830514457426,610.6482381395189,45,139.44739166247757,326,47,5,Female,West,1
20,53356.819274583475,635.354468837883,38,42.02512978710307,241,87,4,Male,South,1
35,49753.65655890872,,31,37.98570170863199,89,62,5,Female,West,1
42,67825.89910172127,593.5890953452667,20,149.56721978806272,71,54,5,Female,South,1
59,87903.98638810433,717.539614316822,32,140.28081088541427,325,29,2,Female,North,0
48,42036.96840619519,763.0907976483762,39,117.70418539703856,29,22,4,Female,South,0
20,42658.40836222667,563.5955789684054,23,64.18205980979712,358,65,3,Male,North,1
57,65662.41315603608,608.5275018592974,26,91.68356237303698,287,29,1,Male,East,1
63,60228.37234439467,648.1515970128751,35,109.49013009253984,85,48,4,Male,South,0
41,77700.6098860405,669.6112811173725,26,56.164241257035464,233,5,3,Female,South,0
67,58758.92277988946,593.3277536054848,26,90.43885367907069,234,35,4,Female,South,1
49,44610.61863819411,679.6842731124863,33,146.09321352706718,312,119,3,Male,North,0
64,58859.82246038464,,31,177.09221457156866,364,74,3,Male,South,0
39,66630.55370874362,,34,103.22260989365797,264,83,4,Female,South,0
40,62307.23271796046,688.239897360259,33,,286,101,2,Male,West,0
19,57609.11046660947,650.4495588867657,27,43.43759717650131,326,71,4,Female,East,1
44,66000.1203438373,,39,146.37804964454446,268,46,4,Female,North,0
59,67539.4338566851,642.3273137251919,22,87.84206341090075,185,35,3,Female,West,1
19,70732.38486556291,643.8145928556265,34,132.2938246683188,130,45,1,Female,North,1
43,59730.64831384464,624.099227908251,22,110.08990327041163,290,13,3,Female,West,0
34,47493.22879524718,631.8842756133029,34,172.81656039135336,276,10,5,Female,East,1
57,52200.705296499844,761.9053019353302,26,85.02257406640328,319,66,4,Male,West,1
50,68097.63449762535,689.2643613558868,31,,350,70,4,Male,North,0
26,37745.964935191456,629.3163777379588,43,108.81970146813866,179,72,2,Male,South,0
60,55530.099633093516,,30,113.66778087961345,289,100,3,Female,South,0
65,44099.91781508959,626.6326357170793,31,112.64584427363161,162,25,2,Male,East,1
56,50431.17234402226,732.1187246310649,32,86.17307582023548,270,44,4,Female,North,1
46,69176.77793910948,675.8749534538666,25,119.43604136373314,95,60,3,Female,North,1
59,52866.48602029855,642.488849919704,27,117.49407111512714,261,47,3,Female,North,1
43,50696.54822234223,681.3401848067194,29,129.64960993626917,364,40,5,Female,East,0
52,29602.15788530121,540.038669355205,31,123.3802058277145,352,7,5,Male,South,1
67,61193.80349040831,571.1262771763136,27,151.91978198448945,287,46,1,Male,West,0
42,59682.26271711613,566.4252495520661,28,156.94034464189474,82,23,5,Male,East,0
41,82448.8208495819,660.0060166334595,33,77.97506712688795,224,83,3,Female,West,0
30,45383.32647570499,771.2760499639564,23,,222,46,5,Male,South,0
24,53287.254914959085,806.1910102334842,23,72.54654291560583,117,86,1,Male,East,1
53,53740.75525566133,694.663577100853,33,143.5142355255094,191,13,4,Male,South,0
62,73661.79919645212,685.059113246112,30,144.78955138811475,78,21,5,Female,West,1
37,48570.567014195716,523.9259586093083,32,43.54732433349983,77,1,3,Male,North,0
18,54185.32288655509,612.0128340186185,29,,146,19,4,Female,North,0
25,59118.44764574809,594.8551373664233,37,101.26015546558737,106,60,3,Male,West,0
63,52799.13684734537,606.5406681224218,22,89.649389682585,270,33,4,Female,North,1
33,43303.49578174208,638.2299326990648,31,174.03409322796023,243,4,3,Male,West,0
31,,616.9536595612011,21,93.85283437450325,72,106,5,Male,East,0
29,66104.47624789659,511.44901327369485,22,,356,3,5,Male,East,0
68,254852.4782908424,702.3537179282274,31,123.02779760020374,353,91,1,Female,East,0
40,51994.54511220314,574.9079881982135,32,147.42358985193664,25,52,4,Male,North,1
32,39498.1877759124,666.7472804877805,33,114.33405655959493,209,105,1,Male,South,1
45,67925.69943387264,,27,166.6548218267701,91,99,2,Female,North,0
51,27152.19642824338,585.6430785889504,38,141.23902647856363,124,28,5,Female,North,0
19,41616.17229092617,472.8798734077569,31,32.87154721074279,72,70,4,Female,South,1
49,55658.17812596781,629.9797044683922,28,98.82132145971967,122,70,1,Female,South,1
40,73482.86043851511,727.0671744499,29,97.52631602593203,308,55,1,Male,South,1
39,49013.746083905186,787.0843217954416,33,,183,57,2,Male,South,0
68,41672.00709960202,563.9315283883308,28,15.007317745035522,186,108,1,Female,North,1
42,78217.35604160884,684.7689456265565,19,221.96038834870888,197,87,3,Male,West,0
39,28279.79149375634,617.4282680253963,33,141.2410437957684,77,97,5,Female,East,1
39,17017.910650698774,642.5836151987105,33,125.95507215670764,347,16,1,Male,West,1
66,,835.1040342911924,34,167.26270865676585,185,24,1,Female,North,0
69,254852.4782908424,544.7920770123393,29,213.74616211250498,343,69,2,Male,South,1
59,34681.5077430393,667.7617763046202,26,154.82986578353612,252,41,3,Female,East,0
23,60625.3467094903,682.7385220235803,28,157.9525238588648,12,106,1,Female,East,1
32,53657.010706567984,726.0050427457543,27,125.2276009785753,298,77,5,Male,West,0
60,41538.820538949076,656.8588207429627,24,114.33896986532207,75,47,5,Male,North,1
54,30795.434019936583,671.5635377652872,28,100.96818223980395,50,76,1,Male,North,1
50,63086.859924202174,622.5846002804747,29,86.95552033141831,274,69,3,Female,North,0
25,59753.017669379915,668.8388858871575,33,92.51943601202011,148,101,5,Male,East,0
61,48512.36204330926,625.9765407151813,32,65.97776142628067,218,31,5,Female,West,0
61,77699.554940715,693.5100322899235,23,116.96514197259907,121,92,3,Male,East,0
22,33948.72850510771,624.1272764769457,32,52.61329691094453,210,92,3,Male,East,1
56,27117.122436128917,,28,127.63666096574843,279,30,1,Female,South,1
21,39621.378951781335,647.9516030420515,23,118.54677567830633,25,18,4,Female,West,1
23,49316.209754667536,,24,125.8774119354675,172,44,2,Male,South,1
62,53650.091739840376,646.402439348806,25,99.1147371992003,155,27,4,Female,North,1
49,46381.459132155054,525.8877272255183,31,243.07441480722014,237,99,4,Female,East,1
69,55280.83094771445,738.3345050499794,37,174.4046360072125,81,26,5,Male,West,0
47,31226.90863714334,586.5987389396166,27,70.21829999661108,355,103,3,Female,North,1
64,71656.46906109889,604.2363562945826,31,129.31472349707593,272,113,5,Male,West,1
52,48767.732324111465,608.3037094169556,31,95.67975428250705,67,115,2,Male,East,0
57,66759.43747382192,746.2106665219573,28,79.42081093170344,43,60,1,Female,West,1
69,55140.88019566556,500.5028050214913,23,66.39711715504261,60,18,2,Male,North,1
33,56851.29828730676,869.6423973561996,29,137.28866763037016,122,97,5,Female,South,1
30,58546.50920348306,723.9239766346236,21,92.74479059721705,348,89,5,Male,East,0
67,56715.628400259724,665.6267239890411,34,158.71304096100818,195,56,5,Female,South,0
59,59640.84139801316,646.1574199568599,36,159.75128858121755,329,31,5,Female,East,1
47,69937.28795198648,669.988785240036,30,174.95657540845798,322,101,4,Female,North,0
36,52947.817545522055,686.4785699865537,23,85.90452935703586,110,59,1,Female,East,1
34,,695.165091016504,47,139.01462442768042,257,2,4,Female,South,1
36,48653.964585691596,688.8923126202413,34,145.29816866569203,88,97,5,Male,East,1
45,71601.75823174209,656.2706476878674,28,101.0328729958414,197,39,3,Male,North,0
43,39854.115469110955,636.1863105784872,31,89.129121704285,281,61,4,Female,East,1
54,77014.10649366223,639.4108701442542,33,184.38082663103893,199,107,5,Male,South,1
43,49397.63074033485,636.3564203753124,21,129.09983502928216,98,107,5,Female,North,1
40,28538.373468229278,729.3639067806945,26,145.43871002846953,26,63,1,Female,South,1
26,51921.56622366184,691.5489705596603,29,87.11695952688291,88,96,2,Male,East,1
29,39784.22513787678,444.17279557350037,28,71.22862133911225,145,18,4,Male,West,0
18,62609.65323483086,695.9130543570833,28,97.22200902031558,181,17,4,Female,South,1
18,40210.640310464136,663.6315336303143,29,115.03914450440011,256,98,4,Female,East,0
64,43307.248501778304,648.6903870487872,31,77.43119972730605,188,39,5,Female,West,1
51,21656.889035817036,622.803708283778,35,119.60620765398468,239,71,1,Female,West,0
49,43215.405211263846,728.687890399021,36,52.459792477259995,358,106,5,Female,North,1
65,13641.81010056565,716.3268523486,35,75.1981031012051,195,54,5,Female,West,1
42,26241.45764771415,595.8985632523473,29,146.836449931075,296,117,3,Male,South,0
57,61406.21984216446,678.4936600987174,31,144.15162081111578,164,99,1,Female,South,0
62,61787.00237976248,581.98402858211,25,104.32492938452535,306,94,4,Female,West,1
18,56381.86342677447,553.4267284647749,31,79.28942763692189,270,76,2,Male,East,0
33,254852.4782908424,,19,78.90385793895956,7,35,4,Female,South,0
56,49284.3296578703,710.3675430667931,35,105.06927016234744,37,11,5,Female,South,1
22,49945.96191364148,716.7187531763261,25,145.78073966581167,113,61,1,Male,North,1
39,32624.529662111858,685.9159794068105,20,157.129827653773,338,44,1,Female,East,1
46,72550.97452650726,700.7567050793598,24,100.13873058072124,55,68,1,Male,West,1
20,63160.43435863507,686.132480098047,25,73.86030296060865,358,25,3,Female,East,1
29,46685.53739255504,605.0962883343933,18,130.71374551465334,137,48,4,Male,North,0
43,50403.28758491796,680.2345781271758,30,87.05860117496601,101,32,3,Male,North,1
33,53125.74211921329,706.0286667659377,28,99.2698944455519,333,84,2,Male,East,0
68,19373.97697363564,702.8003930869502,23,173.0110436174815,176,114,5,Female,North,1
54,46292.339262191046,733.223936003225,19,153.08461714263072,168,95,3,Female,North,1
39,254852.4782908424,699.5812693040745,31,126.31897249005807,338,4,3,Male,North,0
46,34975.69985157627,674.6013745279108,37,69.12323995549109,285,118,5,Male,East,1
31,45783.495606710676,724.9105166821499,44,128.45586269882637,260,38,1,Female,North,0
45,76965.29790274284,648.1435118525658,21,162.50629163150106,222,117,5,Female,West,0
22,59612.64291900515,588.2687744140597,24,104.97465336937857,198,63,4,Female,West,0
64,41432.31515325805,638.5853125239365,32,174.0445635994686,210,47,5,Female,South,1
66,58588.74172034238,597.8568148635486,26,171.70981158072829,286,1,1,Female,West,1
47,70990.33154879004,602.7375207517933,24,186.54931328573895,179,3,5,Male,South,1
63,63869.50524369153,639.8836930499137,22,132.20972506125412,249,101,3,Female,East,1
69,50894.45554880261,594.5306055300027,26,143.4956679922405,230,86,2,Male,North,1
22,40295.94833441639,628.4426929252672,42,176.56749153324358,22,62,3,Female,West,1
29,60473.34970420385,517.446973313235,28,137.89575748275902,47,64,2,Male,South,0
33,55902.28078132625,664.9305595161057,20,99.95063568839149,108,17,5,Male,East,1
43,63427.89830041598,650.0843832753557,33,102.05828653888554,295,78,4,Female,South,1
43,59527.57702522954,592.8037958252266,28,129.54219815094956,5,105,5,Male,North,1
65,65743.29072979002,696.1471967902684,29,68.37754312215125,37,62,1,Male,West,1
38,41971.47182659148,715.6299096338591,27,114.26964338543229,168,35,5,Male,East,0
56,69760.91098451489,537.4708094941718,32,163.86188472921015,355,13,2,Male,South,0
53,52963.994070386,596.609265500365,27,32.34984595338875,282,35,3,Female,East,0
50,81128.91308937898,596.1600355148892,25,,202,43,4,Male,South,0
47,39662.18272865648,584.2067829223795,24,,324,2,5,Female,South,0
54,76039.45704747873,708.0632389352224,33,101.60941536678095,312,56,5,Male,North,1
40,52968.66175193972,636.4321702859038,30,141.73563311487237,272,111,3,Female,North,0
27,40228.72994578327,631.4839611082573,20,,243,77,4,Female,South,0
22,42741.71248918518,509.72963449152724,27,169.19961473754734,326,51,5,Female,West,1
53,45194.7903770852,694.4792621146458,37,159.30732571079764,46,54,5,Male,East,1
51,56362.48919602875,563.2519123602569,25,63.997171072679635,248,16,2,Female,East,0
69,57842.5323205325,654.195284118643,24,143.49049653856707,78,18,2,Female,North,1
48,41394.49994092131,669.4163856570734,27,111.7748858542701,109,7,1,Male,West,1
27,49634.68111608526,745.2461017087055,29,123.31330282072399,12,45,3,Female,South,0
36,82134.05537917795,558.3825720616621,37,90.87312396120737,364,36,4,Male,North,1
49,75913.14755151067,,33,189.92548276483342,89,41,5,Male,South,0
18,56544.85504511048,662.8694681327586,29,161.60247279610303,341,94,5,Female,South,0
22,50570.05217252301,776.0357827057597,28,90.40915344108132,347,42,1,Male,North,1
62,51800.46990077392,736.7262447057606,33,66.6155757235907,279,105,5,Male,West,0
21,59202.769590956246,664.6761590692238,23,104.57309476088608,220,7,3,Male,East,0
33,34658.111522023915,615.5854670057566,25,137.38010584365225,72,15,1,Female,North,1
41,,706.4985817646117,33,129.60823375784892,233,60,3,Male,West,1
33,24971.238891836158,581.8517660206871,29,170.12531299072975,259,40,1,Male,South,1
19,,683.3450438549354,31,151.59678888723408,112,83,5,Male,North,1
66,59707.939095541115,685.3829111416638,24,158.78276103011626,45,107,1,Female,East,0
45,42752.20306550939,724.2146935249216,31,133.0742160244175,273,37,2,Male,East,1
49,73609.80144935049,843.1762027237754,25,64.4280507915604,42,66,4,Female,South,1
44,31613.515054964882,677.4691177025137,35,112.17205875412394,207,106,5,Male,North,0
37,28034.376796852695,614.3725462004751,26,,348,112,4,Female,East,0
41,53366.77727839958,648.2097981465604,31,117.93908285901416,102,55,5,Female,North,0
29,65706.47453918232,526.1646866577618,34,140.12361474494986,123,77,4,Female,East,0
67,75258.91537186803,601.3700808237659,30,107.25006739015467,9,104,2,Male,South,1
52,43116.7360569659,621.3502293320827,26,78.8075260583262,328,105,4,Male,South,1
50,66180.21250146943,613.3138121445785,32,115.06623743815558,186,107,1,Male,North,0
50,49422.372957489395,660.6648410423605,26,132.36189772130615,30,107,4,Female,West,0
68,47410.59050088771,,30,,155,119,5,Male,West,0
60,63254.89906230009,728.472146712713,34,110.57155020573326,59,95,3,Male,South,0
54,59784.84317620129,650.0144945442738,31,82.4214703205607,248,80,4,Female,East,1
29,26354.11764523626,649.348977520297,24,164.76979670256384,269,106,4,Male,West,0
20,72148.10524588844,,21,108.22176969647865,216,56,4,Male,South,1
18,70701.37031221177,660.8633478701286,31,178.11022180504733,1,44,5,Female,East,0
50,40616.55947735706,707.7568785267345,30,181.14991402163633,23,57,4,Female,East,1
57,55937.05300156114,589.300884900237,24,116.75816141113025,205,6,5,Male,West,1
27,57410.45279424108,603.9318457647321,37,79.66205069810601,319,92,5,Female,South,1
60,53910.10648735861,628.7391779856334,38,36.56408489066651,198,32,3,Male,East,1
61,41745.422692318694,555.7890353568749,36,61.118517078928335,355,108,1,Male,East,0
46,39925.64948092923,592.6519498194951,31,65.0466070040536,113,74,5,Male,North,1
30,49616.688935128324,616.6645388518739,26,175.13878509846018,279,114,2,Male,North,0
29,67590.93528889047,711.207242649891,26,124.63298348907784,154,18,4,Male,West,1
48,58154.002318916486,668.3792930301347,31,135.5841809636795,164,68,2,Female,North,1
63,44440.78501870841,663.5512937957282,29,31.18315964259496,221,73,4,Female,South,0
19,61575.48065972517,709.5628573517581,21,72.08134283130954,90,7,3,Male,West,0
68,7271.8606905488705,640.3839748120422,24,155.48319105785149,166,114,5,Female,West,1
67,67231.48550558156,677.3325394950223,25,131.47096449530346,206,8,1,Female,North,1
52,23904.293318328506,642.7744772947252,28,114.11178885257611,281,64,5,Male,East,0
40,44563.38587895302,668.575364457974,33,142.59369434400492,64,107,4,Female,South,1
34,33204.95158060784,609.2068939671892,40,,3,7,1,Female,South,0
43,30579.777864186413,479.28279892064995,29,111.15830145851798,156,41,5,Male,South,0
25,67412.4018106778,640.6004586469587,33,122.77479210632278,248,40,1,Male,West,0
46,42984.48198032163,749.5923695269958,34,127.7038767492522,256,3,4,Male,South,1
43,55197.55822596073,714.8350781569114,37,215.6843854109597,234,17,3,Male,East,1
27,254852.4782908424,717.577823921382,26,36.02574942323898,305,66,3,Male,East,0
43,57155.612408346824,736.5291505264353,23,147.32892059155233,73,79,5,Male,North,0
51,51152.32836590383,656.2060313673006,30,115.40791004963745,186,110,2,Male,South,0
68,30755.116637171457,663.8120995183917,25,142.67086904736718,61,93,4,Female,West,0
58,64944.002291707104,606.7643673195955,34,93.70509784021102,336,114,5,Male,North,1
24,42593.65125258031,627.8749000781065,28,118.041398765662,163,112,5,Female,East,0
21,26651.271520103735,693.10398048398,40,,55,52,3,Female,South,1
67,,734.2719106018171,35,244.51640804175364,110,22,1,Male,East,0
62,,640.2387607023301,28,152.32144757608285,217,4,4,Female,North,1
28,62753.32613170239,618.4867514604011,33,86.07737607877965,239,116,1,Female,East,1
46,44770.21798388211,650.0369571199618,31,103.04961271909187,20,6,4,Female,South,1
53,44761.13443522357,692.084472425038,30,101.86343566464583,140,38,2,Male,South,1
42,45175.47423173926,548.9301628706521,29,48.1742730947994,264,26,3,Female,North,1
38,81151.21975341262,489.26733328039336,34,106.79639233194251,138,11,2,Female,South,0
53,55729.0317834733,611.4624205355891,28,149.31316327286982,69,90,5,Male,East,0
27,56450.624707866045,564.5501301860089,25,69.03071523692819,117,17,3,Female,East,1
54,254852.4782908424,614.4301861646883,39,161.9393060420237,197,88,5,Female,West,0
26,53581.8373853977,639.655377682777,36,139.51099284337351,204,92,2,Female,West,0
41,46114.36781268945,618.2726113683891,43,90.63066712115848,213,99,4,Female,West,0
52,47054.75226372533,751.6727274129522,27,114.3388145064861,55,31,5,Female,East,0
66,48925.98110878904,672.8721335221624,30,183.93287230564133,286,77,1,Male,East,0
52,49441.66645235238,671.033205172758,26,149.34191254023463,292,118,4,Female,North,0
65,60914.4431545547,693.5545000830382,27,120.35134619592591,174,35,4,Male,West,0
53,50779.18828710949,570.2816817553462,23,110.49266732156063,346,16,2,Female,East,1
35,60989.60115823369,722.7378251194189,42,123.06436281806639,127,79,2,Male,North,0
66,48789.251298371266,644.6964999425178,27,99.52945768230786,324,107,3,Male,East,0
56,51179.52785474136,696.9336432068849,32,35.81001977123941,291,18,3,Male,North,0
49,20026.989732018385,574.9699936871891,22,201.68711642138925,287,111,1,Female,West,1
41,63744.91512053722,541.2368863788755,27,,225,101,4,Female,West,1
40,55197.32713846989,707.252276061752,34,135.9258906049015,63,112,1,Female,West,0
49,64970.15164789478,676.3486668268262,42,117.68369000492365,47,62,1,Female,East,1
54,254852.4782908424,586.8563911949743,37,90.59532797101647,201,112,2,Female,East,1
29,81325.62057171091,589.1235843107714,33,112.56302076204918,336,113,1,Male,North,0
66,,728.7804349090338,33,56.02420951222755,59,105,1,Male,South,1
30,66622.74225106275,566.741167499287,37,211.0834599221322,256,27,5,Male,South,0
40,34401.411093117036,764.9871067279174,30,70.61952006310416,64,119,3,Female,West,1
42,59191.608575938546,586.9565485746492,28,78.72134864611283,238,35,3,Female,South,0
52,34198.76655239516,694.6874347925868,36,102.38963182454398,288,116,4,Male,West,1
58,40643.465589562926,626.9967066975711,24,171.5230289940951,37,45,3,Female,North,0
47,78710.4703080018,692.223120175764,30,120.58035997050617,24,118,4,Female,South,0
34,47139.7639885498,611.9120198520066,29,70.5545681587815,58,35,5,Male,South,1
66,53261.49309769584,638.6044965749394,36,170.17353443029359,356,28,3,Male,West,0
37,63051.015960331315,652.8643422777005,22,149.24002507141927,296,103,5,Female,North,0
65,57435.22831958907,,33,141.5373982886581,157,102,3,Female,South,1
42,52256.28357715365,701.8577041794088,28,148.62936964683362,56,9,3,Male,South,0
39,55474.41503699338,614.0750503469891,34,215.77447602329804,47,76,5,Female,South,0
30,86051.23377857413,633.9980059261987,28,207.4037958014445,327,15,1,Male,North,1
36,49135.71804449622,580.3955437774041,33,92.53138627986819,55,21,1,Male,North,0
66,53016.485700724515,470.63664388432824,26,184.95539971244608,64,52,1,Male,South,1
53,65759.81594011417,636.6280566179881,41,135.326727590356,267,35,1,Female,West,0
29,66582.88899436976,,35,139.96383264550997,68,106,3,Male,West,1
58,67805.4545834057,704.9223001528617,23,52.30916673426685,215,97,2,Male,South,1
36,59580.95333043777,648.6517734185924,28,113.18456938447216,88,51,5,Female,North,0
29,32854.92630904275,631.5976419554213,27,87.4870563865374,280,83,2,Male,South,1
26,74501.47298451644,651.5726124968432,29,153.12235259573237,256,55,2,Female,North,0
24,32804.81910471968,,30,162.84322001611218,159,87,4,Female,South,0
45,,567.3431029283809,26,37.020545959347544,233,77,1,Female,North,1
31,38685.86224970963,728.002518626821,33,119.11860543982918,130,44,3,Male,East,0
48,49037.92480110511,700.0766920808871,29,164.87446019177008,48,65,1,Male,West,0
69,54931.436154552204,700.2730007995555,35,112.5328415074622,146,115,1,Female,East,1
36,54820.35823175409,680.6933017166809,36,149.16254580009456,315,93,2,Female,West,0
64,,651.3731660385793,29,134.04661870508338,1,88,4,Female,North,0
33,74205.6690358797,697.1002865176774,26,133.66640927810505,328,80,1,Male,East,1
22,56803.014522709695,691.4269893618964,30,109.1474008772681,144,25,5,Female,West,0
52,46337.65047064027,625.2171502341283,29,71.33676783457162,60,119,5,Female,South,0
29,64461.307524325355,609.8478758972169,27,75.1387941029989,272,87,1,Female,North,1
42,67842.05733386961,657.129940668339,25,148.37410057821268,48,92,2,Male,North,0
69,31585.88277294511,758.4314106046631,25,120.77833022075532,331,47,2,Female,South,0
38,58961.00104774787,563.2625047042269,39,114.459510215711,130,80,3,Male,South,1
53,60517.591134663475,547.2732313973293,34,103.0443983071059,42,107,4,Male,West,0
40,45536.54744960012,661.5332588865562,22,,56,56,2,Female,North,0
33,70635.6021996743,653.5621391299213,29,161.87647177952556,49,38,3,Female,West,1
56,47749.1661945121,,30,106.59023672527893,177,11,5,Female,South,1
62,51883.64680207313,667.076723853595,28,66.35741146793725,292,67,5,Male,North,0
59,47403.922635741954,634.3758421755637,34,149.74607102160692,45,15,5,Male,South,0
56,50233.685713722014,754.2904407021457,25,111.80493344541131,169,1,1,Male,West,1
31,33555.87369657197,537.936721506644,24,121.25583462131105,270,7,4,Female,West,0
48,28399.236761085584,592.0052082653827,28,184.30313225598042,335,1,3,Male,West,0
22,73917.57594837458,642.7721667895667,27,119.17757770597972,138,49,4,Female,North,0
52,,534.9767832192083,33,131.56734692474902,246,96,1,Female,South,1
40,35129.114758155396,637.690191689755,34,72.84306034806698,147,73,3,Female,South,0
46,17699.148295944276,766.3029116009612,37,111.21322190596159,229,29,3,Male,West,0
60,40415.57378465746,651.4620541807174,33,144.38104180834404,279,26,2,Male,West,1
28,30153.653098887524,666.1490634003078,25,57.78505064635031,124,87,4,Male,West,1
35,74630.22740204554,561.7884664379194,27,128.03380372462837,191,45,4,Female,West,1
64,65147.25634013952,606.8547014372366,25,124.03164290579225,79,107,2,Male,East,0
29,39677.74482233414,623.7362533773244,20,121.65149822349757,93,93,5,Male,East,0
26,83786.53708016463,627.7599432270636,31,,225,116,1,Female,East,1
27,64726.48230487391,739.7150656502638,29,133.37754059394086,64,102,4,Female,West,0
61,45127.529247370665,689.0383742507587,30,179.12287593425776,87,97,2,Male,West,0
34,12508.914276896401,572.1979430144078,19,80.25641937623855,87,71,3,Female,South,0
55,84364.13858886113,667.2553344902403,27,125.43698268873392,200,12,2,Male,North,0
24,29156.41299854606,684.875522394775,24,123.3786714555979,213,95,5,Female,South,1
63,25319.01879564662,,22,77.2298202497968,203,32,1,Female,East,1
30,65338.5564801446,760.6378480597862,22,158.25180008365385,88,118,5,Male,South,0
57,86596.28609508909,578.9434065720492,39,212.98693223411271,60,20,3,Female,West,1
59,70764.09227765776,593.2399742152763,36,119.31975702064676,270,119,3,Female,East,0
26,,561.9695498759769,26,140.2008435309507,93,51,3,Female,East,0
67,58921.315124979286,633.6186098625113,24,,306,81,3,Male,North,1
44,62801.23338170462,682.6450862112434,38,91.45661320371296,26,36,2,Female,North,1
19,61383.92884680148,719.1134161612372,26,,213,67,3,Female,East,0
22,54217.87135954064,644.6834283450235,28,,73,1,3,Male,East,0
46,51563.01655927814,627.6106733721609,31,64.32166476193075,60,114,2,Male,South,0
54,49061.103081507164,660.6230594574118,33,188.16408312236473,185,27,3,Female,East,0
55,38690.531166999855,591.5399968858984,27,115.39561224307043,30,117,5,Female,West,1
36,45789.87384699839,796.2677105186342,35,106.16322683811318,218,111,5,Female,South,1
25,24605.647787069218,537.4637281017359,32,155.56615299151224,11,40,4,Male,West,0
65,48524.90559807875,662.9318405227007,31,75.12995588576447,301,97,5,Female,West,0
62,35171.133392736236,791.6524353460748,28,89.3254384798179,31,84,1,Male,West,1
18,33446.160241763435,650.4759891191999,16,122.72289076994484,159,14,1,Male,East,0
