date,age,income,loan_amount,credit_score,num_transactions,annual_spend,city,employment_type,loan_type,target
2021-06-24,67,61998.30527419705,236900.00068780853,697.4324305070705,31,364915.12678659183,Chennai,Self-Employed,Home,97576.0901967884
2021-06-25,26,83549.61380516563,332337.1734302339,592.6507856416447,25,935547.7851224707,Chennai,Unemployed,Personal,300196.87700503063
2021-06-26,18,102306.74465770292,421668.08380735153,568.7030412411513,31,824540.9935466177,Delhi,Salaried,Personal,226650.97793419356
2021-06-27,51,49950.65409462964,145074.34436720933,622.8148124193589,29,721426.5354377236,Hyderabad,Student,Education,248312.9218179573
2021-06-28,48,66466.23374306326,314574.23458199226,662.67429201059,26,636989.1760827382,Hyderabad,Self-Employed,Education,216002.0973070337
2021-06-29,38,39732.91296815795,242319.32885074432,759.6005511897556,25,1680002.8639084082,Mumbai,Student,Personal,323113.25167335523
2021-06-30,41,47071.11870301615,455842.6174340702,577.2158874129817,21,1369674.7126171384,Delhi,Self-Employed,Auto,383720.42482434004
2021-07-01,36,59690.09539132577,334756.7179520458,744.9286524178494,34,923724.52540501,Delhi,Self-Employed,Personal,248438.24105979226
2021-07-02,65,52466.3442420987,345934.3144524403,582.5339358682163,34,577503.1490037896,Bangalore,Self-Employed,Home,225305.13399043537
2021-07-03,38,101329.76843779633,248769.08841750777,612.2322332576429,28,808290.2725094579,Hyderabad,Self-Employed,Education,224496.20078909717
2021-07-04,42,44343.40779838401,252948.2493177506,738.821330116608,19,1293939.3324901322,Mumbai,Salaried,Auto,250274.66464328227
2021-07-05,37,49403.90867746295,350366.2920731607,704.1892969159273,41,1198205.5928166998,Hyderabad,Self-Employed,Education,348596.2802197976
2021-07-06,43,60342.318487030745,172364.80947282922,643.3067423309867,39,1269862.0674984495,Hyderabad,Self-Employed,Auto,171167.59217595056
2021-07-07,24,42860.28163817584,123488.81708702762,691.9000067374681,26,1034685.6963705281,Mumbai,Unemployed,Auto,206091.02967102453
2021-07-08,20,27121.279645993127,244752.94161510345,,27,1089154.291910286,Mumbai,Self-Employed,Education,263659.76180219284
2021-07-09,57,47223.58033216765,215509.5252081158,700.0481149168767,30,,Chennai,Student,Education,140418.69228970652
2021-07-10,65,,354960.4185075212,784.6453021139193,31,1037338.3811219541,Bangalore,Student,Home,311996.99663313915
2021-07-11,25,65892.63474986747,237042.31786020962,618.8144599991865,29,1193298.3840506617,Hyderabad,Unemployed,Home,354709.344398229
2021-07-12,47,69078.11093036969,481164.9205204691,620.0383723278509,31,1545760.0081394531,Delhi,Self-Employed,Personal,353515.1116464426
2021-07-13,28,83879.63726178679,284250.34913410083,797.8604502350066,29,463982.8379495633,Delhi,Self-Employed,Education,226674.13623704435
2021-07-14,25,98327.56009460866,305765.47093532747,511.9368968162107,33,847560.5381239399,Bangalore,Student,Personal,283149.2077305909
2021-07-15,54,66550.96682358062,252176.4872788163,623.1738053639771,22,1224141.3405143502,Hyderabad,Salaried,Auto,155445.65926360805
2021-07-16,34,41295.292590505225,266834.20040384424,681.4294393038483,35,1318001.3953076568,Chennai,Unemployed,Personal,243276.73057978574
2021-07-17,25,55072.240306071304,391159.9603150672,848.2863682421242,32,754061.4507003805,Delhi,Unemployed,Education,264321.94823032385
2021-07-18,64,67351.73856619032,283291.16300214734,513.1049409019711,24,1119011.2928038114,Delhi,Self-Employed,Auto,253310.79998499015
2021-07-19,61,,486161.23222511355,573.8190347291187,32,,Hyderabad,Unemployed,Personal,291402.87785468024
2021-07-20,47,53730.16012830808,461834.0441165618,647.3262069427309,29,949196.7461083699,Chennai,Salaried,Education,372422.3606268071
2021-07-21,60,93787.53689825253,382367.03809028026,633.2131670064726,33,1438904.2955975137,Delhi,Student,Auto,321873.9417650988
2021-07-22,60,57656.784604698194,450131.41653853544,614.8753526345591,26,570861.3020498152,Hyderabad,Student,Home,263865.61264356074
2021-07-23,33,39971.496978156705,394088.47149469063,692.7550154990433,32,1163860.074178352,Mumbai,Self-Employed,Education,302420.10034348187
2021-07-24,21,,145107.7631658699,493.30176780512727,32,776209.7881267644,Bangalore,Unemployed,Education,158229.40237890222
2021-07-25,38,,522284.09931517055,676.4062920068521,30,980570.2879979146,Chennai,Salaried,Personal,225971.89964185184
2021-07-26,67,83053.82727177457,393069.43091988994,453.6363854998666,32,1230621.8103055062,Mumbai,Student,Auto,284863.4040744449
2021-07-27,51,58195.64792836391,166911.98195410636,605.4173781943273,39,892534.7291450698,Chennai,Unemployed,Education,211075.14890354002
2021-07-28,57,82054.47723768723,413834.714859817,807.2236254362085,34,597489.2585286717,Delhi,Salaried,Auto,233309.49747229347
2021-07-29,52,71640.47555406648,,661.2351679593276,29,207188.66299746477,Hyderabad,Self-Employed,Home,173137.357926279
2021-07-30,30,99710.28779359597,212459.8183134893,647.9509732889096,30,918947.6332127069,Chennai,Student,Education,179835.73855588806
2021-07-31,60,39405.99653100445,428801.9480519827,579.5525741505573,36,857001.4689391282,Delhi,Salaried,Auto,305564.7454619337
2021-08-01,44,84255.20847962392,141536.95345383056,611.0414702099624,30,1081090.0520741343,Delhi,Unemployed,Home,208049.54195496129
2021-08-02,25,70766.17514354725,310007.0352993394,612.6505532492073,28,1077023.540756958,Bangalore,Self-Employed,Education,212160.88627683613
2021-08-03,58,38938.28687404846,278697.3979371475,620.0785399837084,40,1459047.3582188017,Mumbai,Unemployed,Personal,272691.81481244764
2021-08-04,59,46893.44951842175,344817.2876541796,710.9069608262682,25,880867.5540160466,Chennai,Salaried,Home,297475.45582518383
2021-08-05,46,71846.2203327823,346725.2918830757,759.0921313951097,32,595144.7240466712,Delhi,Salaried,Home,191226.2233262372
2021-08-06,33,58695.28429711565,187911.2751413671,657.686179543638,32,1037365.2413409918,Hyderabad,Self-Employed,Home,222050.8354716214
2021-08-07,60,61091.8364792584,,657.7606821237515,29,1186945.89756092,Delhi,Salaried,Education,284571.9057937879
2021-08-08,63,39575.754798262395,313098.5956062542,514.3475348116357,29,964690.0222396598,Hyderabad,Self-Employed,Personal,217159.29801507795
2021-08-09,22,60079.370977021434,350620.56550301437,651.5447736531374,36,872716.5448417398,Mumbai,Salaried,Auto,254525.2510725168
2021-08-10,54,66854.25069574101,127547.01179742895,574.3222185522067,28,1235389.5641730065,Chennai,Self-Employed,Auto,182700.77680703887
2021-08-11,57,58978.140769813755,361075.04649963736,559.7982553585628,29,786394.3156398601,Hyderabad,Student,Education,180272.60930967802
2021-08-12,57,73013.11158096505,246463.85512741946,726.8809636148517,30,1377710.0188329697,Delhi,Salaried,Personal,291630.734061755
2021-08-13,59,50705.62139721577,238364.36017336772,791.9214237387604,34,1097843.9075098864,Bangalore,Self-Employed,Auto,275144.0811629885
2021-08-14,27,20029.873817398227,407787.3275895959,696.0927262926167,28,1387634.7875341421,Mumbai,Salaried,Education,323608.0279824589
2021-08-15,32,31988.511345388844,322445.3544767581,568.20287025675,17,1341688.844291368,Mumbai,Salaried,Home,263344.63929881324
2021-08-16,38,60310.365647254424,353986.27464130125,646.8427357715971,33,1057043.7378210446,Chennai,Student,Personal,346233.8166855197
2021-08-17,51,83834.69594858072,389465.4210717684,737.713933638548,25,1321690.9132060288,Chennai,Student,Home,362209.9343094675
2021-08-18,39,66510.9419513229,169741.7321930084,658.1979290642121,32,669038.0025761425,Mumbai,Student,Personal,100199.08071094655
2021-08-19,39,41834.66874212248,284461.6686658878,675.8134818745374,35,746365.6697111634,Chennai,Student,Auto,232271.54863177214
2021-08-20,26,292442.7149843079,297587.6856732793,696.2571680554641,32,1046276.5752437524,Hyderabad,Salaried,Education,287683.2247966731
2021-08-21,43,64804.899296931864,207902.21053115468,593.7033464945821,36,824348.3495942381,Bangalore,Unemployed,Home,245521.856244474
2021-08-22,30,47094.197997922805,,661.1266577316536,18,772231.9943395043,Delhi,Salaried,Home,206948.45846254373
2021-08-23,35,67200.53054814637,372617.12306639605,552.6604070945048,34,977973.7962879313,Bangalore,Unemployed,Auto,187525.88392819097
2021-08-24,18,22447.3660937885,216712.62117811118,706.7699092952629,25,695064.2954025071,Mumbai,Unemployed,Personal,224959.51539004862
2021-08-25,40,,165737.99015089803,530.9296785089474,20,907490.8596335641,Mumbai,Self-Employed,Education,187787.39738953052
2021-08-26,50,72486.47843166746,116519.38391407975,614.396258503691,30,560804.9484933474,Hyderabad,Student,Auto,107196.98453291233
2021-08-27,64,76238.79650889165,414395.1437547883,612.2928386990951,24,1203858.6887042671,Bangalore,Unemployed,Education,364163.57182733493
2021-08-28,48,19556.860262756534,129483.05914943974,595.8741646692702,41,661669.7188759824,Delhi,Unemployed,Auto,192506.9823311967
2021-08-29,38,41616.63661113224,267163.16069894127,714.322136059115,30,1219792.1419139216,Mumbai,Self-Employed,Home,159335.9061270678
2021-08-30,40,81642.68486886812,291823.56832243985,531.3661229039052,32,796364.7976696686,Delhi,Self-Employed,Home,237663.80629154656
2021-08-31,33,55987.77630471247,319165.97790532705,572.4215198720588,23,1085886.6810486584,Hyderabad,Salaried,Personal,291072.80867398717
2021-09-01,44,48334.61365376848,441058.6983512432,665.8363423832031,37,1307784.629150875,Hyderabad,Unemployed,Personal,404044.3497411893
2021-09-02,54,36318.35130440073,286560.48592455406,607.4944736538677,31,988865.304028919,Mumbai,Unemployed,Personal,254136.4533131541
2021-09-03,55,81612.26148955678,242241.80430905343,650.0272198151683,28,953923.7232476933,Chennai,Self-Employed,Auto,162991.22716937622
2021-09-04,69,-3407.27326152374,308013.28009156196,725.0437916082745,30,1092020.5076328637,Chennai,Self-Employed,Personal,226639.98687368794
2021-09-05,31,61595.201948339294,412575.8812246544,,28,923790.2003423211,Bangalore,Salaried,Education,295490.33555912523
2021-09-06,54,61557.00809834031,367962.31951696373,587.1683363254363,37,1214519.9268453817,Hyderabad,Unemployed,Home,277103.6922849339
2021-09-07,64,310177.11500193697,458142.74598556565,,31,1123545.8620401756,Hyderabad,Self-Employed,Education,381740.6748602935
2021-09-08,24,43891.97250313201,454149.686319791,809.6204195357749,30,1223509.227250269,Chennai,Salaried,Auto,302616.45560744527
2021-09-09,29,43254.49433409924,329798.9522476549,631.8534795978096,23,736765.3572181715,Delhi,Salaried,Education,230815.6102768823
2021-09-10,45,72208.35425553485,210170.06551678828,767.1605564053172,27,910635.2201061061,Mumbai,Student,Home,206036.08045899085
2021-09-11,20,41955.156427068505,340028.4712788318,590.6963425682864,29,808451.6444999925,Chennai,Student,Auto,180624.11552514863
2021-09-12,39,81038.84623678116,353357.5778970119,735.2268618307476,37,5302708.047479493,Chennai,Self-Employed,Home,237144.84121383238
2021-09-13,68,91521.62263158443,401390.85877759935,682.4239962129004,33,1528046.730006033,Chennai,Unemployed,Personal,363017.0095392877
2021-09-14,38,26587.30685737233,230225.1972416725,618.9066471591126,28,170733.64228058723,Mumbai,Student,Auto,107120.53625115266
2021-09-15,46,57598.0531693286,329688.4620582497,680.2409213679674,28,1034986.3970237111,Hyderabad,Salaried,Personal,265430.8531382537
2021-09-16,37,54890.25225817467,409984.24099519494,719.3726111562542,24,742325.0701105912,Delhi,Student,Home,267100.2659372859
2021-09-17,20,32910.268013671535,289627.00425312977,634.4331689092119,30,603424.243030045,Chennai,Unemployed,Personal,177328.82030858475
2021-09-18,44,89209.44029463478,168566.70526905707,639.3247421503212,32,652054.3751338681,Hyderabad,Unemployed,Personal,216595.40074613944
2021-09-19,38,78908.45356930082,122265.43837339667,666.8531226984273,30,1413943.7882312268,Delhi,Student,Personal,196952.04548752157
2021-09-20,58,68748.60980315473,1160122.3016318562,580.0579550518273,27,1131908.8234000236,Delhi,Unemployed,Personal,219038.25780396815
2021-09-21,50,52902.96659070076,270133.27941540646,761.7260982168233,36,686471.2632512897,Delhi,Self-Employed,Auto,298022.1566467298
2021-09-22,47,69597.00742219434,337837.1431646108,592.8038270915201,32,954740.7133230534,Chennai,Salaried,Personal,271793.6734163698
2021-09-23,65,75200.52035923119,189869.75023472443,646.9006010320293,28,996158.622469539,Chennai,Self-Employed,Auto,167777.55913589228
2021-09-24,56,60044.95061328117,417866.3847703637,790.4277492478426,32,1351396.7078151733,Mumbai,Unemployed,Personal,294391.37978411495
2021-09-25,58,90634.15522149988,428672.2913295941,729.1288333459573,33,1171818.5839273871,Hyderabad,Self-Employed,Auto,354666.63549474766
2021-09-26,26,61375.083498338434,353092.2086493174,744.4794737582531,31,1222464.0180405239,Mumbai,Unemployed,Personal,235617.5355596513
2021-09-27,65,36635.62331299586,325113.7527006668,690.6017840172076,36,1016202.5558574018,Chennai,Self-Employed,Personal,264945.57014089683
2021-09-28,55,46740.19035451964,430284.7208254249,757.0030256108121,38,1191160.3486819025,Mumbai,Unemployed,Auto,351725.41558104183
2021-09-29,40,68378.65642055,471684.430894767,695.8743831069902,38,774314.4077027607,Chennai,Unemployed,Personal,274963.22297579894
2021-09-30,40,211085.59952609584,257799.78444811754,608.9340764108525,31,1188089.8615490578,Mumbai,Unemployed,Home,331804.21143794723
2021-10-01,18,72864.51110620599,248037.86713573872,614.068088513797,34,1211628.9967710814,Delhi,Student,Personal,270015.7785901217
2021-10-02,38,11745.520411007157,234947.8028997438,681.0416066655492,34,,Chennai,Unemployed,Education,241572.30486703542
2021-10-03,49,34118.728361708454,310456.00257531,686.7656951322397,17,1449103.8668525699,Hyderabad,Self-Employed,Home,253359.48077473397
2021-10-04,62,52877.85051987826,282434.42603726854,699.3563469608289,29,1600283.4351930711,Bangalore,Self-Employed,Personal,342261.4043230502
2021-10-05,43,24635.91578310208,385907.90974872245,587.9036221596251,32,,Mumbai,Unemployed,Home,199267.74617894413
2021-10-06,50,59607.12592550534,247101.08795810104,786.9768426067039,26,1293609.503363541,Hyderabad,Salaried,Home,246988.8085852214
2021-10-07,26,92323.52483339875,503107.944383595,598.861414222192,25,,Bangalore,Self-Employed,Education,247204.24244452402
2021-10-08,34,212911.05869873308,352129.9670377989,765.0926138009219,27,1522092.8305026316,Mumbai,Student,Auto,213418.08046556704
2021-10-09,23,75581.40637129305,426994.8784279705,792.2592999034779,24,658464.3113998871,Mumbai,Salaried,Home,220683.72286749334
2021-10-10,63,61328.59141284903,147497.5185410031,666.9749501837912,31,1242351.336753087,Chennai,Self-Employed,Home,163135.5793848383
2021-10-11,24,82645.08424621182,1101782.6651149353,678.9844377518098,41,1316194.003790479,Bangalore,Student,Education,327609.772928554
2021-10-12,24,50945.453392729214,216607.4995752113,594.8116532022018,22,1329163.254983035,Mumbai,Salaried,Home,239628.0196164746
2021-10-13,54,73095.46784848838,404956.1294382445,646.3110550581329,30,973838.5139302672,Mumbai,Unemployed,Home,342796.4842170152
2021-10-14,22,12487.371850360498,316800.24029803806,567.2815427516242,25,1371777.4819624797,Mumbai,Unemployed,Personal,190603.81511743405
2021-10-15,50,45851.09232633427,368703.6936269566,737.7531391262554,27,1340315.4048575843,Chennai,Self-Employed,Personal,314665.3276064751
2021-10-16,67,79100.10443795598,335460.840060629,607.9563843071596,32,1036521.984457475,Chennai,Self-Employed,Personal,254253.7116305752
2021-10-17,27,86835.18939072224,398920.3900807253,607.8558138019868,33,1012974.7410046883,Hyderabad,Salaried,Auto,221231.03596137045
2021-10-18,34,36732.12488489801,269647.3153047458,543.47968935771,35,1351749.8424716007,Mumbai,Self-Employed,Auto,194247.32081411302
2021-10-19,57,35619.02394699285,207628.29065263746,636.1550147742198,31,627990.5638120526,Hyderabad,Self-Employed,Home,203959.22502960922
2021-10-20,45,,294430.9422968472,,33,832992.5231217571,Hyderabad,Salaried,Education,301955.61769406643
2021-10-21,64,74859.64943024475,189303.65432873022,605.0183171769015,35,738223.4071367504,Hyderabad,Student,Home,215886.12259581382
2021-10-22,63,55396.21435140841,307841.268061526,622.8472763362074,24,1096085.961847738,Chennai,Unemployed,Home,276794.6502739423
2021-10-23,39,,329875.4679184642,665.0470003740588,29,1109832.120073115,Delhi,Salaried,Home,207948.06101727183
2021-10-24,38,38168.06605147745,291063.84325523995,622.4799537452582,21,802130.3539240898,Bangalore,Self-Employed,Home,241159.62280869743
2021-10-25,64,56122.52056660285,344980.52797884296,682.84326021144,36,1248422.821039069,Hyderabad,Unemployed,Education,160350.71157299427
2021-10-26,49,133872.16527849468,210120.22869424152,567.9457395211665,25,544226.4543250343,Hyderabad,Student,Personal,145299.81425908327
2021-10-27,49,52776.79001207644,246315.76649633824,716.2765784849513,29,985001.2188485527,Chennai,Salaried,Education,160088.30891485052
2021-10-28,68,63637.98418279185,274395.9099839324,652.7822131875512,21,,Bangalore,Salaried,Personal,342690.5267620599
2021-10-29,53,80574.62003284402,,678.9467230678746,24,,Hyderabad,Salaried,Auto,207655.38244189858
2021-10-30,48,65804.46720870894,383249.9269414076,,34,1097688.592095887,Bangalore,Salaried,Personal,212503.88690822123
2021-10-31,23,52468.060733426784,209554.64071977808,527.7471518576507,26,874065.4853692808,Mumbai,Unemployed,Education,209140.62089857692
2021-11-01,38,67132.17357064161,,592.8593229432438,32,595820.0966334853,Mumbai,Student,Auto,315013.79078152735
2021-11-02,52,50906.5340212284,477961.3218670705,715.5589096045248,24,514600.8135741458,Chennai,Self-Employed,Home,320152.0601059068
2021-11-03,31,53475.46782013075,228750.6448044097,761.3047079081408,33,895052.678195979,Delhi,Self-Employed,Personal,266936.3204083811
2021-11-04,40,20241.42298150638,426867.26677275647,678.372186101691,23,962786.053236884,Chennai,Self-Employed,Personal,197026.10246820323
2021-11-05,59,36424.47130239343,352328.71105169423,651.597020055711,22,470088.1988818055,Chennai,Unemployed,Education,194086.9402903017
2021-11-06,41,51375.313708124246,,582.6042093108382,26,1184601.3744568261,Chennai,Self-Employed,Personal,371549.656152345
2021-11-07,47,34688.37186195099,408426.6349392071,555.6892097735885,37,1465519.507686314,Hyderabad,Salaried,Home,294689.3996534486
2021-11-08,27,69648.72639792382,123253.9993973026,619.1799451884212,26,1249854.1163134999,Bangalore,Unemployed,Home,296198.4158452808
2021-11-09,22,95089.57432391847,464185.02348587546,523.3273749945506,17,972442.7633775149,Delhi,Unemployed,Auto,328819.88349418825
2021-11-10,59,75078.66985451362,333437.81607495685,663.6191857911382,31,1063160.0524546695,Mumbai,Self-Employed,Education,249640.5076237924
2021-11-11,47,69583.26477062941,184052.04905826435,671.0540647979839,33,285650.6731216436,Hyderabad,Unemployed,Personal,97122.82603808359
2021-11-12,24,42129.15703984054,170224.84401568913,664.6907593405557,31,740058.4695193262,Chennai,Self-Employed,Auto,202990.49502236533
2021-11-13,23,44874.574306208815,211834.07018824518,,29,1145281.071284317,Hyderabad,Student,Education,233994.22303037252
2021-11-14,25,77791.69079912365,340399.97695702565,591.1476614569153,30,1206583.5005264329,Mumbai,Student,Education,200894.96720027016
2021-11-15,69,73573.00963609872,49988.988735277526,,29,962347.8902330488,Delhi,Salaried,Education,76570.6497175284
2021-11-16,43,45544.71384879704,393147.69780330645,592.3478542326121,30,1002071.4707430796,Delhi,Unemployed,Auto,260549.53791048555
2021-11-17,35,80626.79982217678,326198.1617520101,645.6441438260966,28,756837.0340275184,Hyderabad,Salaried,Personal,169725.5719142062
2021-11-18,53,25719.76244867276,82632.49575697308,631.0965496099774,28,485733.5931097833,Bangalore,Self-Employed,Education,136760.93053601106
2021-11-19,43,20101.1174822913,206150.72031289805,646.0127851284892,36,786392.6686237162,Delhi,Self-Employed,Personal,268877.31731043826
2021-11-20,53,41149.346430705555,183851.39452238058,731.9341543607242,32,1089771.97573507,Delhi,Salaried,Home,172426.3296041411
2021-11-21,58,63954.89263561048,88332.88934739988,680.1613241040623,30,1308812.8462448206,Bangalore,Salaried,Auto,135481.66515137034
2021-11-22,21,58878.44199330631,249164.9904375622,526.5150563008941,36,937197.248610587,Hyderabad,Self-Employed,Education,220581.2475920628
2021-11-23,30,50618.87833838556,444810.9927974718,523.1469456501578,29,852390.7213425122,Bangalore,Salaried,Home,217162.91096610838
2021-11-24,41,70159.08992223104,313560.14896868897,624.7383896389572,32,1074147.9418833337,Delhi,Self-Employed,Auto,273828.2700374631
2021-11-25,48,99195.94472635277,279177.08347353584,751.9255385584004,35,796169.2781177232,Delhi,Salaried,Personal,217871.77103766598
2021-11-26,39,85119.83938746277,353916.85439825815,718.3015322467608,28,960167.2459473213,Bangalore,Student,Auto,267367.6761662525
2021-11-27,57,68195.82682931451,385492.9281089506,703.6471614908012,27,588685.0563632677,Delhi,Unemployed,Auto,214609.7519443181
2021-11-28,35,53897.77914966625,1250758.842983786,604.4340527062827,31,1057299.2603299078,Mumbai,Self-Employed,Home,311201.95260773017
2021-11-29,51,64596.36301704418,392418.19079899054,587.9656608278414,23,805607.7027564964,Hyderabad,Salaried,Home,360241.5265487573
2021-11-30,40,61341.50298801525,150720.8949719789,710.2941075894813,30,1157680.7126413644,Bangalore,Student,Home,220058.22745979676
2021-12-01,56,65968.10155810139,322812.8255872608,660.4516274823326,34,818820.7662726372,Delhi,Salaried,Home,215949.27109617824
2021-12-02,64,68876.99226159258,360718.140225226,644.5104272031336,27,1243573.3161291014,Delhi,Student,Personal,277721.7278559166
2021-12-03,54,241499.53013864162,350293.27988105064,718.8192452418048,18,1152796.172931212,Mumbai,Salaried,Auto,279925.97919503064
2021-12-04,64,96607.38878169979,169643.33288075717,702.6430534714546,28,1140760.760754162,Hyderabad,Unemployed,Home,217214.54289285612
2021-12-05,18,57724.89361578914,240758.6476550636,564.6215429094004,36,1372405.970263693,Bangalore,Unemployed,Education,226303.99978508434
2021-12-06,59,63915.84064353834,416894.0858492874,620.250024661631,27,926667.5349078876,Mumbai,Student,Education,317390.4307037992
2021-12-07,37,55192.90156637787,492706.73505356256,728.0697531122296,21,1246515.20368075,Chennai,Student,Personal,364152.56248132937
2021-12-08,64,,305358.89595373906,,32,1153144.3972859355,Delhi,Self-Employed,Home,283563.6467628254
2021-12-09,42,67162.92688463446,271562.9820251133,630.5653294794317,29,1639957.052602308,Hyderabad,Unemployed,Auto,303998.5359817571
2021-12-10,23,77819.79753430621,439011.41759327403,657.413547542171,33,1799911.8809148818,Chennai,Unemployed,Personal,364690.57423697907
2021-12-11,69,45113.10284056099,247422.46070636262,,40,1041070.9824081308,Chennai,Self-Employed,Home,207148.9396835963
2021-12-12,47,63094.60865516223,328327.78313342785,558.0533654345224,23,1382935.5751504935,Hyderabad,Self-Employed,Home,278071.7809134409
2021-12-13,37,68679.47860414113,213922.35501037978,654.7027932438874,25,1290571.8733461315,Delhi,Self-Employed,Home,250295.6277188327
2021-12-14,26,79721.17780904533,315617.82658443716,511.41138572272575,20,1195368.94963519,Hyderabad,Unemployed,Home,274320.92394160567
2021-12-15,65,80975.11429216534,426723.23698933347,622.6342110848728,28,1204927.787820044,Delhi,Self-Employed,Auto,426800.10378279287
2021-12-16,66,104868.52703329487,248452.18707006142,720.668248339513,30,446203.4334468178,Delhi,Student,Auto,212243.9591302591
2021-12-17,35,47104.487237994355,346086.602261944,585.6771300303352,31,1188041.615937893,Bangalore,Unemployed,Personal,238767.93471858068
2021-12-18,57,,472074.23592652427,637.2312414704852,35,,Chennai,Student,Home,215668.3715165288
2021-12-19,20,72482.99114854795,189666.72834584635,626.3390390078749,34,809302.7585660577,Hyderabad,Salaried,Auto,129846.08185877619
2021-12-20,53,302948.5889381468,103581.24929639098,642.3537559826384,24,1356609.0280254516,Delhi,Unemployed,Home,225506.20478232607
2021-12-21,23,88463.3056045567,164873.48961844726,686.330455314975,21,996736.2613942288,Mumbai,Self-Employed,Personal,255721.66723399385
2021-12-22,61,65782.63194073828,401837.8106329368,662.2477316046283,38,701219.8023210585,Mumbai,Student,Auto,237875.07539083785
2021-12-23,55,82813.10400178387,320845.5174486368,607.3657119099839,28,801044.7609873469,Delhi,Self-Employed,Education,224883.26146249188
2021-12-24,18,101079.16712433548,-19806.191452728934,572.2121108818164,25,1051420.082454213,Bangalore,Student,Education,160475.3878332418
2021-12-25,36,61182.66042445312,322979.8233553502,697.4090376786116,39,217103.92569522,Hyderabad,Self-Employed,Home,125124.3702610939
2021-12-26,55,67782.98328376203,266318.0153275759,589.8409856923904,26,596661.2197477,Hyderabad,Unemployed,Education,125341.60593869766
2021-12-27,45,-2926.5020415999243,354121.734449086,642.6681800426808,28,480782.3706355228,Bangalore,Student,Education,207216.606738684
2021-12-28,64,79088.87010573637,405149.5852325807,713.8706859051304,27,960283.5398957147,Chennai,Salaried,Home,404614.51333336637
2021-12-29,26,102708.02371876888,323107.4571419809,676.5152555963045,32,864134.5727678139,Chennai,Student,Personal,237985.3187277047
2021-12-30,64,28249.455051498444,232642.35043464246,746.2329216310754,31,757962.5749705158,Bangalore,Student,Home,156111.17197556805
2021-12-31,27,,198017.18402281305,611.5270599033429,38,935780.7303203158,Hyderabad,Salaried,Home,187197.59385359808
2022-01-01,41,62548.055853240076,250084.64603909914,502.94466417374906,33,1673006.876746333,Mumbai,Student,Home,320219.94923169015
2022-01-02,43,307272.30763281835,213210.52642470392,525.6788124124988,30,1358292.5511138965,Chennai,Unemployed,Auto,322461.3560666786
2022-01-03,25,79746.9193324039,237716.8223123751,602.146554603619,28,1501726.2711755137,Hyderabad,Student,Personal,301178.3253340539
2022-01-04,22,52814.2240380258,373444.78526228294,649.6941657441599,29,1415327.3786962207,Chennai,Student,Home,239353.82340420148
2022-01-05,30,50237.9046177033,171007.5073328439,568.2624167556451,33,1058612.0613281452,Bangalore,Salaried,Home,245877.41724195238
2022-01-06,39,39982.71096176696,400546.5528867537,797.7461239985378,34,908521.1828905701,Chennai,Self-Employed,Auto,292496.7109744513
2022-01-07,51,56291.866984626446,212057.2497539524,758.7684045413298,30,798908.7511345994,Mumbai,Self-Employed,Personal,264028.80458626593
2022-01-08,42,300120.86415324267,414531.1042595715,633.3990045876258,24,991207.6280430229,Hyderabad,Student,Personal,202884.77995663893
2022-01-09,40,90357.6793143721,70941.51127803189,607.4290833117989,16,290842.95294056146,Bangalore,Salaried,Education,103207.51265749216
2022-01-10,58,40969.45306406361,43823.666721770685,756.6860952977092,30,549290.4058261554,Delhi,Salaried,Auto,125781.68282124435
2022-01-11,65,,364363.8146655766,737.0400325863585,31,610110.5196652077,Delhi,Unemployed,Home,246413.26006259985
2022-01-12,38,95502.83307818449,357655.1645946616,579.9319027577039,30,580354.028178785,Bangalore,Salaried,Home,333218.89681098587
2022-01-13,20,63319.92790280954,153541.1771947645,561.6682864111726,27,895311.3289298784,Delhi,Unemployed,Personal,273966.71625050186
2022-01-14,25,43273.24233825988,187921.16149685852,633.3778279935166,27,1260804.1063774442,Hyderabad,Self-Employed,Education,225667.61463367712
2022-01-15,63,54388.93936784216,418261.9265736394,665.6529787566787,25,681170.5110962583,Mumbai,Unemployed,Education,279260.4819008994
2022-01-16,67,251360.54791010957,170000.093214399,625.799890620379,30,1267074.1104503989,Chennai,Self-Employed,Home,176398.84716286336
2022-01-17,56,94332.41877256497,288901.2946436015,678.0946720854353,31,461767.6480253723,Chennai,Salaried,Auto,184324.90605798058
2022-01-18,68,59611.63266801925,389180.4881133083,702.1419473720279,38,595344.0159514929,Delhi,Salaried,Personal,238924.55072058865
2022-01-19,56,46422.71850950131,225600.81407342057,632.9092369486576,32,,Delhi,Self-Employed,Personal,236746.49493152596
2022-01-20,39,90097.29408408809,391519.6136380382,687.3432347918803,29,977146.9272997935,Chennai,Student,Home,305927.95349177317
2022-01-21,62,60175.19173500291,151166.29432430564,656.7771581056794,25,1339722.6057388445,Chennai,Student,Education,287449.53660150437
2022-01-22,28,,233643.7750361167,692.0782084858396,29,614061.4505980893,Hyderabad,Salaried,Home,164460.4156291859
2022-01-23,40,46510.436093681106,357360.4080247782,515.2799755600295,33,979827.238675871,Mumbai,Self-Employed,Auto,223366.14414617678
2022-01-24,66,36153.16457616619,374510.93793932226,671.5735806136861,27,5327519.918561573,Mumbai,Self-Employed,Education,219931.158907103
